Fund Name, Type, Replication method, Inception date, Fund size [M€], Distribution policy, WKN, ISIN, 
Xtrackers IE Physical Silver ETC Securities, Precious Metals Silver, Physically; backed, 29.04.20, 100, Accumulating, A2T0VS, DE000A2T0VS9, 
Xtrackers Physical Silver EUR Hedged ETC, Precious Metals Silver (EUR Hedged), Physically; backed, 15.06.10, 139, Accumulating, A1EK0J, DE000A1EK0J7, 
WisdomTree Silver - EUR Daily Hedged, Precious Metals Silver (EUR Hedged), Swap based, 06.07.12, 21, Accumulating, A1NZLG, JE00B5SV2703, 
Xtrackers IE Physical Silver EUR Hedged ETC Securities, Precious Metals Silver (EUR Hedged), Physically; backed, 21.05.20, 36, Accumulating, A2UDH5, DE000A2UDH55, 
L&G Multi-Strategy Enhanced Commodities UCITS ETF, Commodities, Swap based; Unfunded, 25.06.21, 1512, Accumulating, A2N4PW, IE00BFXR6159, 
L&G Multi-Strategy Enhanced Commodities UCITS ETF EUR Hedged Acc, Commodities, Swap based; Unfunded, 18.08.23, 0, Accumulating, None, IE00022GJEG1, 
WisdomTree Agriculture, Commodities, Swap based, 27.09.06, 267, Accumulating, A0KRK8, GB00B15KYH63, 
WisdomTree Agriculture - EUR Daily Hedged, Commodities, Swap based, 15.03.12, 2, Accumulating, A1NZK9, JE00B78NPY84, 
WisdomTree Agriculture Longer Dated, Commodities, Swap based, 10.10.07, 5, Accumulating, A0SVXY, JE00B24DMK23, 
WisdomTree Aluminium, Commodities, Swap based, 27.09.06, 150, Accumulating, A0KRKP, GB00B15KXN58, 
WisdomTree Brent Crude Oil, Commodities, Swap based, 09.01.12, 2048, Accumulating, A1N49M, JE00B78CGV99, 
WisdomTree Bloomberg Brent Crude Oil, Commodities, Swap based, 09.04.15, 13, Accumulating, A179AH, IE00BVFZGD11, 
WisdomTree Brent Crude Oil Longer Dated, Commodities, Swap based, 09.01.12, 1, Accumulating, A1N49N, JE00B78CP782, 
WisdomTree Brent Crude Oil - EUR Daily Hedged, Commodities, Swap based, 06.07.12, 15, Accumulating, A1N3G0, JE00B7305Z55, 
WisdomTree Coffee, Commodities, Swap based, 27.09.06, 26, Accumulating, A0KRKQ, GB00B15KXP72, 
WisdomTree Broad Commodities, Commodities, Swap based, 27.09.06, 110, Accumulating, A0KRK9, GB00B15KY989, 
iShares Diversified Commodity Swap UCITS ETF (DE), Commodities, Swap based; Unfunded, 07.08.07, 298, Accumulating, A0H072, DE000A0H0728, 
UBS ETF (IE) Bloomberg Commodity Index SF UCITS ETF (USD) A-acc, Commodities, Swap based, 01.02.11, 52, Accumulating, A1C79W, IE00B5B3W843, 
Invesco Bloomberg Commodity UCITS ETF Acc, Commodities, Swap based; Unfunded, 09.01.17, 2152, Accumulating, A2AUD2, IE00BD6FTQ80, 
L&G All Commodities UCITS ETF, Commodities, Swap based; Unfunded, 11.07.17, 67, Accumulating, A2DQ7M, IE00BF0BCP69, 
iShares Diversified Commodity Swap UCITS ETF, Commodities, Swap based; Unfunded, 18.07.17, 2108, Accumulating, A2DK6R, IE00BDFL4P12, 
WisdomTree Broad Commodities UCITS ETF, Commodities, Swap based; Unfunded, 29.11.21, 245, Accumulating, A2QSKH, IE00BKY4W127, 
UBS ETF (IE) Bloomberg Commodity Index SF UCITS ETF (CHF) A-acc, Commodities, Swap based, 06.04.11, 78, Accumulating, A1C790, IE00B598DX38, 
UBS ETF (IE) Bloomberg Commodity Index SF UCITS ETF (EUR) A-acc, Commodities, Swap based, 06.04.11, 24, Accumulating, A1C79Y, IE00B58ZM503, 
WisdomTree Broad Commodities - EUR Daily Hedged, Commodities, Swap based, 15.03.12, 1, Accumulating, A1NZLA, JE00B78NNS84, 
Invesco Bloomberg Commodity UCITS ETF EUR hedged Acc, Commodities, Swap based; Unfunded, 16.08.18, 18, Accumulating, A2JN3K, IE00BF4J0300, 
UBS ETF (IE) Bloomberg Commodity Index SF UCITS ETF (GBP) A-acc, Commodities, Swap based, 06.04.11, 2, Accumulating, A1C792, IE00B5993T22, 
WisdomTree Broad Commodities Longer Dated, Commodities, Swap based, 10.10.07, 4, Accumulating, A0SVXT, JE00B24DMC49, 
L&G Longer Dated All Commodities UCITS ETF, Commodities, Swap based; Unfunded, 18.03.10, 494, Accumulating, A1CXBU, IE00B4WPHX27, 
Xtrackers Bloomberg Commodity Swap UCITS ETF 1C, Commodities, Swap based; Unfunded, 03.11.21, 4, Accumulating, DBX0AA, LU2278080713, 
Xtrackers Bloomberg Commodity Swap UCITS ETF 2C EUR Hedged, Commodities, Swap based; Unfunded, 09.07.09, 12, Accumulating, DBX0CZ, LU0429790743, 
Invesco Bloomberg Commodity Carbon Tilted UCITS ETF, Commodities, Swap based; Unfunded, 26.07.23, 29, Accumulating, A3EG40, IE000CYTPBT0, 
WisdomTree Broad Commodities Ex-Agriculture and Livestock, Commodities, Swap based, 29.11.12, 2, Accumulating, A1RX1N, JE00B6SV8B36, 
Invesco Bloomberg Commodity ex-Agriculture UCITS ETF Acc, Commodities, Swap based; Unfunded, 22.05.17, 243, Accumulating, A2DPAK, IE00BYXYX521, 
WisdomTree Copper, Commodities, Swap based, 27.09.06, 1459, Accumulating, A0KRKR, GB00B15KXQ89, 
WisdomTree Copper - EUR Daily Hedged, Commodities, Swap based, 15.05.12, 38, Accumulating, A1NZLB, JE00B4PDKD43, 
WisdomTree Corn, Commodities, Swap based, 27.09.06, 25, Accumulating, A0KRKS, GB00B15KXS04, 
WisdomTree Cotton, Commodities, Swap based, 27.09.06, 5, Accumulating, A0KRKT, GB00B15KXT11, 
WisdomTree Energy, Commodities, Swap based, 27.09.06, 52, Accumulating, A0KRLA, GB00B15KYB02, 
WisdomTree Energy - EUR Daily Hedged, Commodities, Swap based, 21.10.13, 1, Accumulating, A1PCJ7, JE00B78NNV14, 
WisdomTree Energy Longer Dated, Commodities, Swap based, 10.10.07, 2, Accumulating, A0SVXU, JE00B24DMD55, 
Amundi Bloomberg Equal-weight Commodity ex-Agriculture UCITS ETF Acc, Commodities, Swap based; Unfunded, 26.01.06, 1827, Accumulating, LYX0Z2, LU1829218749, 
Amundi Bloomberg Equal-weight Commodity ex-Agriculture UCITS ETF Euro Hedged Acc, Commodities, Swap based; Unfunded, 11.12.18, 49, Accumulating, LYX0XU, LU1900069219, 
Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 2C, Commodities, Swap based; Unfunded, 09.04.10, 133, Accumulating, DBX0DZ, LU0460391732, 
Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 1C EUR Hedged, Commodities, Swap based; Unfunded, 29.06.07, 139, Accumulating, DBX1LC, LU0292106167, 
Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 3C GBP Hedged, Commodities, Swap based; Unfunded, 09.02.11, 6, Accumulating, DBX0D0, LU0460391906, 
WisdomTree Grains, Commodities, Swap based, 27.09.06, 23, Accumulating, A0KRLC, GB00B15KYL00, 
WisdomTree Heating Oil, Commodities, Swap based, 27.09.06, 7, Accumulating, A0KRKX, GB00B15KXY63, 
WisdomTree Industrial Metals, Commodities, Swap based, 27.09.06, 421, Accumulating, A0KRLD, GB00B15KYG56, 
WisdomTree Industrial Metals Longer Dated, Commodities, Swap based, 10.10.07, 2, Accumulating, A0SVXX, JE00B24DMJ18, 
WisdomTree Lean Hogs, Commodities, Swap based, 27.09.06, 4, Accumulating, A0KRKY, GB00B15KXZ70, 
WisdomTree Live Cattle, Commodities, Swap based, 27.09.06, 2, Accumulating, A0KRKZ, GB00B15KY096, 
WisdomTree Natural Gas, Commodities, Swap based, 27.09.06, 104, Accumulating, A0KRK0, GB00B15KY104, 
WisdomTree Natural Gas - EUR Daily Hedged, Commodities, Swap based, 06.07.12, 9, Accumulating, A1NZLE, JE00B6XF0923, 
WisdomTree Nickel, Commodities, Swap based, 27.09.06, 134, Accumulating, A0KRK1, GB00B15KY211, 
WisdomTree Petroleum, Commodities, Swap based, 27.09.06, 4, Accumulating, A0KRLF, GB00B15KYC19, 
iShares Bloomberg Roll Select Commodity Swap UCITS ETF USD, Commodities, Swap based; Unfunded, 28.09.18, 1199, Accumulating, A2JQ2G, IE00BZ1NCS44, 
WisdomTree Softs, Commodities, Swap based, 27.09.06, 3, Accumulating, A0KRLH, GB00B15KYJ87, 
WisdomTree Soybean Oil, Commodities, Swap based, 27.09.06, 4, Accumulating, A0KRK3, GB00B15KY435, 
WisdomTree Soybeans, Commodities, Swap based, 27.09.06, 13, Accumulating, A0KRK4, GB00B15KY542, 
WisdomTree Sugar, Commodities, Swap based, 27.09.06, 13, Accumulating, A0KRK5, GB00B15KY658, 
WisdomTree Gasoline, Commodities, Swap based, 27.09.06, 6, Accumulating, A0KRKV, GB00B15KXW40, 
WisdomTree Wheat, Commodities, Swap based, 27.09.06, 90, Accumulating, A0KRK6, GB00B15KY765, 
WisdomTree Wheat - EUR Daily Hedged, Commodities, Swap based, 06.07.12, 4, Accumulating, A1NZLH, JE00B78NNK09, 
WisdomTree Bloomberg WTI Crude Oil, Commodities, Swap based, 09.04.15, 12, Accumulating, A18C5F, IE00BVFZGC04, 
WisdomTree WTI Crude Oil - EUR Daily Hedged, Commodities, Swap based, 15.03.12, 23, Accumulating, A1NZLC, JE00B44F1611, 
WisdomTree WTI Crude Oil, Commodities, Swap based, 27.09.06, 515, Accumulating, A0KRKU, GB00B15KXV33, 
WisdomTree Zinc, Commodities, Swap based, 27.09.06, 20, Accumulating, A0KRK7, GB00B15KY872, 
BNP Paribas Easy Energy & Metals Enhanced Roll UCITS ETF EUR, Commodities, Swap based; Unfunded, 25.04.16, 297, Accumulating, A2AE6P, LU1291109616, 
BNP Paribas Easy Energy & Metals Enhanced Roll UCITS ETF USD, Commodities, Swap based; Unfunded, 25.04.16, 90, Accumulating, A2AJZL, LU1291109533, 
BNP Paribas Easy Energy & Metals Enhanced Roll UCITS ETF EUR, Commodities, Swap based; Unfunded, 22.09.17, 88, Accumulating, A2DU5K, LU1547516291, 
HANetf SparkChange Physical Carbon EUA ETC, Commodities, Physically; backed, 18.10.21, 114, Accumulating, A3GSS6, XS2353177293, 
Invesco Commodity Composite UCITS ETF Acc, Commodities, Swap based; Unfunded, 20.12.11, 68, Accumulating, A1JNSW, IE00B4TXPP71, 
WisdomTree Enhanced Commodity ex-Agriculture UCITS ETF USD Acc, Commodities, Swap based; Unfunded, 06.10.21, 7, Accumulating, A3CZJN, IE00BDVPNS35, 
WisdomTree Enhanced Commodity ex-Agriculture UCITS ETF EUR Hedged Acc, Commodities, Swap based; Unfunded, 12.07.21, 110, Accumulating, A3CNQ1, IE00BDVPNV63, 
WisdomTree Enhanced Commodity UCITS ETF USD, Commodities, Swap based; Unfunded, 27.04.16, 254, Distributing, A2AE1N, IE00BZ1GHD37, 
WisdomTree Enhanced Commodity UCITS ETF USD Acc, Commodities, Swap based; Unfunded, 27.04.16, 173, Accumulating, A2AE1P, IE00BYMLZY74, 
WisdomTree Energy Enhanced, Commodities, Swap based, 25.02.19, 1, Accumulating, A2HH1T, IE00BF4TWF63, 
WisdomTree Energy Enhanced - EUR Daily Hedged, Commodities, Swap based, 25.02.21, 4, Accumulating, A3GPDV, XS2284324667, 
WisdomTree Industrial Metals Enhanced, Commodities, Swap based, 27.02.19, 29, Accumulating, A2HH1S, IE00BF4TWC33, 
WisdomTree Enhanced Commodity UCITS ETF CHF Hedged Acc, Commodities, Swap based; Unfunded, 06.12.19, 6, Accumulating, A2P0YZ, IE00BG88WL21, 
WisdomTree Enhanced Commodity UCITS ETF EUR Hedged Acc, Commodities, Swap based; Unfunded, 14.08.18, 27, Accumulating, A2JQ0F, IE00BG88WG77, 
WisdomTree Enhanced Commodity UCITS ETF GBP Hedged Acc, Commodities, Swap based; Unfunded, 14.08.18, 517, Accumulating, A2N4VS, IE00BG88WH84, 
Market Access Rogers International Commodity UCITS ETF, Commodities, Swap based; Unfunded, 08.05.06, 68, Accumulating, A0JK68, LU0249326488, 
WisdomTree Carbon, Commodities, Swap based, 18.08.21, 265, Accumulating, A3GTR6, JE00BP2PWW32, 
UBS ETFs (IE) Bloomberg Commodity CMCI SF UCITS ETF (USD) A-acc, Commodities, Swap based, 25.05.17, 339, Accumulating, A2DQ7Z, IE00BYYLVH00, 
UBS ETFs (IE) Bloomberg Commodity CMCI SF UCITS ETF (hedged to CHF) A-acc, Commodities, Swap based, 25.05.17, 34, Accumulating, A2DMBF, IE00BYYLVK39, 
UBS ETFs (IE) Bloomberg Commodity CMCI SF UCITS ETF (hedged to EUR) A-acc, Commodities, Swap based, 25.05.17, 17, Accumulating, A2DQ70, IE00BYYLVJ24, 
UBS ETF (IE) Bloomberg Commodity CMCI SF UCITS ETF (hedged to GBP) A-acc, Commodities, Swap based, 01.03.18, 4, Accumulating, A2JEEZ, IE00BF0V4615, 
UBS ETF (IE) CMCI Composite SF UCITS ETF (USD) A-acc, Commodities, Swap based, 20.12.10, 1165, Accumulating, A1C79N, IE00B53H0131, 
UBS ETF (IE) CMCI Composite SF UCITS ETF (hedged to CHF) A-acc, Commodities, Swap based, 08.02.11, 302, Accumulating, A1C79S, IE00B58FQX63, 
UBS ETF (IE) CMCI Composite SF UCITS ETF (hedged to EUR) A-acc, Commodities, Swap based, 08.02.11, 423, Accumulating, A1C79Q, IE00B58HMN42, 
UBS ETF (IE) CMCI Composite SF UCITS ETF (hedged to GBP) A-acc, Commodities, Swap based, 05.03.15, 50, Accumulating, A1C79U, IE00B50XJX92, 
UBS ETF (IE) CMCI ex-Agriculture SF UCITS ETF (USD) A-acc, Commodities, Swap based, 24.03.16, 52, Accumulating, A141AP, IE00BZ2GV965, 
UBS ETF (IE) CMCI ex-Agriculture SF UCITS ETF (hedged to CHF) A-acc, Commodities, Swap based, 04.05.16, 48, Accumulating, A2AHR3, IE00BYT5CW92, 
UBS ETF (IE) CMCI ex-Agriculture SF UCITS ETF (hedged to EUR) A-acc, Commodities, Swap based, 04.05.16, 7, Accumulating, A2AHR4, IE00BYT5CV85, 
UBS ETF (IE) CMCI ex-Agriculture SF UCITS ETF (hedged to GBP) A-acc, Commodities, Swap based, 01.03.18, 4, Accumulating, A2JEL1, IE00BYT5CX00, 
UBS ETF (IE) CMCI Commodity Transition SF UCITS ETF (USD) A-acc, Commodities, Swap based, 24.05.23, -, Accumulating, A3EB23, IE000WJCYGB4, 
WisdomTree Battery Metals, Commodities, Swap based, 03.03.22, 2, Accumulating, A3GWVT, XS2425842106, 
WisdomTree Energy Transition Metals, Commodities, Swap based, 03.03.22, 80, Accumulating, A3GWVP, XS2425848053, 
Global X Aave ETP, Cryptocurrencies, Physically; backed, 13.03.23, 0, Accumulating, A3GZKD, GB00BM9JYH62, 
21Shares Algorand ETP, Cryptocurrencies, Physically; backed, 22.11.21, 1, Accumulating, A3GVVU, CH1146882316, 
VanEck Algorand ETN, Cryptocurrencies, Physically; backed, 24.03.22, 0, Accumulating, A3GWNE, DE000A3GWNE8, 
CoinShares Physical Staked Algorand, Cryptocurrencies, Physically; backed, 14.07.22, 2, Accumulating, A3GY74, GB00BNRRF105, 
DDA Physical ApeCoin ETP, Cryptocurrencies, Physically; backed, 26.05.22, 0, Accumulating, A3GYNY, DE000A3GYNY2, 
21Shares Avalanche ETP, Cryptocurrencies, Physically; backed, 18.11.21, 3, Accumulating, A3GVVT, CH1135202088, 
VanEck Avalanche ETN, Cryptocurrencies, Physically; backed, 08.12.21, 4, Accumulating, A3GV1T, DE000A3GV1T7, 
21Shares Binance BNB ETP, Cryptocurrencies, Physically; backed, 15.10.19, 234, Accumulating, A22GRU, CH0496454155, 
21Shares Bitcoin ETP, Cryptocurrencies, Physically; backed, 26.02.19, 285, Accumulating, A2T64E, CH0454664001, 
WisdomTree Physical Bitcoin, Cryptocurrencies, Physically; backed, 28.11.19, 182, Accumulating, A3GKGK, GB00BJYDH287, 
ETC Group Physical Bitcoin, Cryptocurrencies, Physically; backed, 08.06.20, 601, Accumulating, A27Z30, DE000A27Z304, 
SEBA Bitcoin ETP, Cryptocurrencies, Physically; backed, 02.11.20, 54, Accumulating, A3GVH3, CH0558875933, 
VanEck Bitcoin ETN, Cryptocurrencies, Physically; backed, 19.11.20, 169, Accumulating, A28M8D, DE000A28M8D0, 
CoinShares Physical Bitcoin, Cryptocurrencies, Physically; backed, 19.01.21, 308, Accumulating, A3GPMN, GB00BLD4ZL17, 
DDA Physical Bitcoin ETP, Cryptocurrencies, Physically; backed, 15.04.21, 6, Accumulating, A3GK2N, DE000A3GK2N1, 
Invesco Physical Bitcoin, Cryptocurrencies, Physically; backed, 23.11.21, 85, Accumulating, A3GU8J, XS2376095068, 
Global X Bitcoin ETP, Cryptocurrencies, Physically; backed, 08.03.22, 2, Accumulating, A3GWV4, GB00BLBDZV05, 
21Shares Bitcoin Core ETP, Cryptocurrencies, Physically; backed, 29.06.22, 6, Accumulating, A3GZ2Z, CH1199067674, 
1Valour Bitcoin Physical Carbon Neutral, Cryptocurrencies, Physically; backed, 15.06.23, 0, Accumulating, A3G5PQ, GB00BQ991Q22, 
21Shares Bitcoin Cash ETP, Cryptocurrencies, Physically; backed, 04.07.19, 8, Accumulating, A2126N, CH0475552201, 
21Shares Cardano ETP, Cryptocurrencies, Physically; backed, 26.04.21, 19, Accumulating, A3GRTN, CH1102728750, 
ETC Group Physical Cardano, Cryptocurrencies, Physically; backed, 29.11.21, 0, Accumulating, A3GVKY, DE000A3GVKY4, 
CoinShares Physical Staked Cardano, Cryptocurrencies, Physically; backed, 11.03.22, 4, Accumulating, A3GVCX, GB00BNRRF659, 
WisdomTree Physical Cardano, Cryptocurrencies, Physically; backed, 18.03.22, 0, Accumulating, A3GX34, GB00BNGJ9J32, 
21Shares Chainlink ETP, Cryptocurrencies, Physically; backed, 31.01.22, 1, Accumulating, A3GW2C, CH1100083471, 
VanEck Chainlink ETN, Cryptocurrencies, Physically; backed, 26.04.22, 1, Accumulating, A3GXNV, DE000A3GXNV0, 
CoinShares Physical Chainlink, Cryptocurrencies, Physically; backed, 04.05.22, 1, Accumulating, A3GYRF, GB00BMWB4910, 
Global X Chainlink ETP, Cryptocurrencies, Physically; backed, 13.03.23, 0, Accumulating, A3GZKF, GB00BM9JYJ86, 
CoinShares Physical Smart Contract Platform ETP, Cryptocurrencies, Physically; backed, 27.03.23, 0, Accumulating, A3G4FE, JE00BPRDNM93, 
CoinShares Physical Top10 Crypto Market ETP, Cryptocurrencies, Physically; backed, 27.03.23, 0, Accumulating, A3G4FD, JE00BPRDNL86, 
21Shares Cosmos ETP, Cryptocurrencies, Physically; backed, 19.01.22, 1, Accumulating, A3GWY7, CH1145930991, 
CoinShares Physical Staked Cosmos, Cryptocurrencies, Physically; backed, 21.06.22, 1, Accumulating, A3GY73, GB00BNRRF980, 
DDA Physical EOS ETP, Cryptocurrencies, Physically; backed, 31.03.22, 0, Accumulating, A3GWSL, DE000A3GWSL2, 
21Shares Ethereum Staking ETP, Cryptocurrencies, Physically; backed, 05.03.19, 223, Accumulating, A2T68Z, CH0454664027, 
SEBA Ethereum ETP, Cryptocurrencies, Physically; backed, 20.01.21, 8, Accumulating, A3GRZR, CH0587418630, 
ETC Group Physical Ethereum, Cryptocurrencies, Physically; backed, 04.02.21, 60, Accumulating, A3GMKD, DE000A3GMKD7, 
CoinShares Physical Ethereum, Cryptocurrencies, Physically; backed, 23.02.21, 132, Accumulating, A3GQ2N, GB00BLD4ZM24, 
VanEck Ethereum ETN, Cryptocurrencies, Physically; backed, 26.03.21, 78, Accumulating, A3GPSP, DE000A3GPSP7, 
WisdomTree Physical Ethereum, Cryptocurrencies, Physically; backed, 27.04.21, 39, Accumulating, A3GQ45, GB00BJYDH394, 
DDA Physical Ethereum ETP, Cryptocurrencies, Physically; backed, 14.12.21, 1, Accumulating, A3GTML, DE000A3GTML1, 
Global X Ethereum ETP, Cryptocurrencies, Physically; backed, 08.03.22, 2, Accumulating, A3GWV3, GB00BLBDZW12, 
21Shares Ethereum Core ETP, Cryptocurrencies, Physically; backed, 20.09.22, 2, Accumulating, A3G04G, CH1209763130, 
1Valour Ethereum Physical Staking, Cryptocurrencies, Physically; backed, 17.08.23, 0, Accumulating, A3G6BS, GB00BRBMZ190, 
VanEck FTX Token ETN, Cryptocurrencies, Physically; backed, 24.03.22, 0, Accumulating, A3GWNC, DE000A3GWNC2, 
ETC Group Physical Litecoin, Cryptocurrencies, Physically; backed, 22.03.21, 5, Accumulating, A3GN5J, DE000A3GN5J9, 
CoinShares Physical Litecoin, Cryptocurrencies, Physically; backed, 06.04.21, 6, Accumulating, A3GRUD, GB00BLD4ZP54, 
VanEck Crypto Leaders ETN, Cryptocurrencies, Physically; backed, 14.01.22, 7, Accumulating, A3GWEU, DE000A3GWEU3, 
DDA Crypto Select 10 ETP, Cryptocurrencies, Physically; backed, 22.05.23, 0, Accumulating, A3G3ZD, DE000A3G3ZD0, 
VanEck Smart Contract Leaders ETN, Cryptocurrencies, Physically; backed, 26.04.22, 1, Accumulating, A3GXNT, DE000A3GXNT4, 
ETC Group MSCI Digital Assets Select 20 ETP, Cryptocurrencies, Physically; backed, 28.03.23, 1, Accumulating, A3G3ZL, DE000A3G3ZL3, 
Hashdex Nasdaq Crypto Index Europe ETN, Cryptocurrencies, Physically; backed, 02.05.22, 12, Accumulating, A3GY1V, CH1184151731, 
21Shares Polkadot ETP, Cryptocurrencies, Physically; backed, 03.02.21, 14, Accumulating, A3GPQM, CH0593331561, 
SEBA Polkadot ETP, Cryptocurrencies, Physically; backed, 06.07.21, 0, Accumulating, A3GV73, CH1113516871, 
VanEck Polkadot ETN, Cryptocurrencies, Physically; backed, 13.09.21, 2, Accumulating, A3GSUC, DE000A3GSUC5, 
ETC Group Physical Polkadot, Cryptocurrencies, Physically; backed, 29.11.21, 0, Accumulating, A3GVKX, DE000A3GVKX6, 
CoinShares Physical Staked Polkadot, Cryptocurrencies, Physically; backed, 26.01.22, 2, Accumulating, A3GVC0, GB00BNRRFW10, 
WisdomTree Physical Polkadot, Cryptocurrencies, Physically; backed, 18.03.22, 0, Accumulating, A3GX36, GB00BNGJ9H18, 
21Shares Polygon ETP, Cryptocurrencies, Physically; backed, 17.11.21, 16, Accumulating, A3GUQJ, CH1129538448, 
VanEck Polygon ETN, Cryptocurrencies, Physically; backed, 08.12.21, 1, Accumulating, A3GV1U, DE000A3GV1U5, 
ETC Group Physical Polygon, Cryptocurrencies, Physically; backed, 22.03.22, 0, Accumulating, A3GWNP, DE000A3GWNP4, 
CoinShares Physical Staked Matic, Cryptocurrencies, Physically; backed, 21.06.22, 3, Accumulating, A3GVCY, GB00BNRRB013, 
21Shares Ripple XRP ETP, Cryptocurrencies, Physically; backed, 21.06.19, 34, Accumulating, A2UBKC, CH0454664043, 
CoinShares Physical XRP, Cryptocurrencies, Physically; backed, 13.04.21, 11, Accumulating, A3GRUE, GB00BLD4ZN31, 
ETC Group Physical XRP, Cryptocurrencies, Physically; backed, 08.04.22, 1, Accumulating, A3GYNB, DE000A3GYNB0, 
SEBA Crypto Asset Select Index ETP, Cryptocurrencies, Physically; backed, 18.11.20, 30, Accumulating, A3GR91, CH0568452707, 
21Shares Solana ETP, Cryptocurrencies, Physically; backed, 30.06.21, 28, Accumulating, A3GSS0, CH1114873776, 
VanEck Solana ETN, Cryptocurrencies, Physically; backed, 13.09.21, 6, Accumulating, A3GSUD, DE000A3GSUD3, 
ETC Group Physical Solana, Cryptocurrencies, Physically; backed, 29.11.21, 1, Accumulating, A3GVKZ, DE000A3GVKZ1, 
WisdomTree Physical Solana, Cryptocurrencies, Physically; backed, 18.03.22, 0, Accumulating, A3GX35, GB00BNGJ9G01, 
CoinShares FTX Physical Staked Solana, Cryptocurrencies, Physically; backed, 23.03.22, 21, Accumulating, A3GXNS, GB00BNRRFY34, 
21Shares Stellar ETP, Cryptocurrencies, Physically; backed, 26.04.21, 3, Accumulating, A3GRTM, CH1109575535, 
21Shares Tezos ETP, Cryptocurrencies, Physically; backed, 14.11.19, 5, Accumulating, A22J1S, CH0491507486, 
CoinShares Physical Staked Tezos, Cryptocurrencies, Physically; backed, 26.01.22, 2, Accumulating, A3GVCZ, GB00BMWB4803, 
VanEck TRON ETN, Cryptocurrencies, Physically; backed, 13.09.21, 21, Accumulating, A3GSUE, DE000A3GSUE1, 
21Shares Uniswap ETP, Cryptocurrencies, Physically; backed, 31.01.22, 2, Accumulating, A3GW2D, CH1135202096, 
CoinShares Physical Uniswap, Cryptocurrencies, Physically; backed, 04.05.22, 1, Accumulating, A3GYRG, GB00BNRRG624, 
Global X Uniswap ETP, Cryptocurrencies, Physically; backed, 13.03.23, 0, Accumulating, A3GZKE, GB00BM9JYK91, 
21Shares Crypto Basket 10 ETP, Cryptocurrencies, Physically; backed, 28.09.21, 6, Accumulating, A3GUMU, CH1135202179, 
21Shares Crypto Basket Equal Weight ETP, Cryptocurrencies, Physically; backed, 28.09.21, 4, Accumulating, A3GUMV, CH1135202161, 
21Shares Staking Basket Index ETP, Cryptocurrencies, Physically; backed, 17.01.23, 0, Accumulating, A3G10R, CH1210548892, 
21Shares Bytetree BOLD ETP, Cryptocurrencies, Physically; backed, 26.04.22, 3, Accumulating, A3GYXW, CH1146882308, 
Hashdex Crypto Momentum Factor ETN, Cryptocurrencies, Physically; backed, 01.11.22, 1, Accumulating, A3G1MC, CH1218734544, 
WisdomTree Physical Crypto Altcoins, Cryptocurrencies, Physically; backed, 22.11.21, 1, Accumulating, A3GUPB, GB00BMTP1519, 
WisdomTree Physical Crypto Market, Cryptocurrencies, Physically; backed, 18.11.21, 3, Accumulating, A3GUPA, GB00BMTP1626, 
WisdomTree Physical Crypto Mega Cap Equal Weight, Cryptocurrencies, Physically; backed, 24.11.21, 2, Accumulating, A3GUN9, GB00BMTP1733, 
21Shares Bitcoin Suisse Index ETP, Cryptocurrencies, Physically; backed, 04.10.19, 25, Accumulating, A22FMC, CH0496484640, 
21Shares Crypto Basket Index ETP, Cryptocurrencies, Physically; backed, 21.11.18, 100, Accumulating, A2TT3D, CH0445689208, 
iShares Asia Property Yield UCITS ETF, Real Estate Asia Pacific, Full replication, 20.10.06, 294, Distributing, A0LEQL, IE00B1FZS244, 
iShares Asia Property Yield UCITS ETF USD (Acc), Real Estate Asia Pacific, Full replication, 12.12.18, 210, Accumulating, A2N8RP, IE00BGDPWV87, 
BNP Paribas Easy FTSE EPRA Nareit Developed Europe ex UK Green UCITS ETF, Real Estate Europe, Full replication, 09.10.19, 121, Accumulating, A2PP8E, LU2008763935, 
Amundi FTSE EPRA Europe Real Estate UCITS ETF (D), Real Estate Europe, Swap based; Unfunded, 11.01.10, 24, Distributing, LYX0Y0, LU1812091194, 
Xtrackers FTSE EPRA/NAREIT Developed Europe Real Estate UCITS ETF 1C, Real Estate Europe, Full replication, 25.03.10, 632, Accumulating, DBX0F1, LU0489337690, 
BNP Paribas Easy FTSE EPRA/NAREIT Developed Europe UCITS ETF QD, Real Estate Europe, Full replication, 05.02.16, 54, Distributing, A2ACQZ, LU1291091228, 
Amundi FTSE EPRA Europe Real Estate UCITS ETF EUR (C), Real Estate Europe, Swap based; Unfunded, 31.01.18, 40, Accumulating, A2H58A, LU1681039480, 
iShares European Property Yield UCITS ETF EUR (Acc), Real Estate Europe, Full replication, 12.12.18, 306, Accumulating, A2N8FS, IE00BGDQ0L74, 
BNP Paribas Easy FTSE EPRA/NAREIT Developed Europe UCITS ETF QD EUR Hedged, Real Estate Europe, Full replication, 25.09.18, 4, Distributing, A2N7XZ, LU1859445063, 
SPDR FTSE EPRA Europe ex UK Real Estate UCITS ETF, Real Estate Europe, Full replication, 10.08.15, 78, Accumulating, A14P7G, IE00BSJCQV56, 
