Country, Name, ID, Address, Postal Code, Latitude, Longitude, Telephone, Services
Spain, "Dos Hermanas", 184, "Calle Doctor Fleming, s/n", 41700, 37.2825, -5.93624,,
Spain, "Paseo de Gracia", 186, "Paseo de Gracia, 48", 08007, 41.3919, 2.16582,,
Spain, "McDonald´s Carrefour Montserrat", 187, "Carrer Extremadura, s/n", 08226, 41.5654, 2.03648,,
Spain, "San Blas", 188, "Avenida de Guadalajara, 2", 28032, 40.4179, -3.62193,,
Spain, "Algete", 189, "M-100, Km 0, 400", 28700, 40.5827, -3.57572,,
Spain, "Denia", 191, "Partida Negrals, 13", 03700, 38.839, 0.095204,,
Spain, "Calafell", 192, "Ctra. Comarcal 246, km. 56, Urbanización", 43820, 41.1917, 1.59214,,
Spain, "Badajoz", 195, "Av. de Elvas, s/n", 06006, 38.8824, -6.99611,,
Spain, "MCDONALD´S SAN PEDRO", 196, "Centro Comercial La Colonia", 29670, 36.4795, -4.99442,,
Spain, "Petrer", 197, "Avinguda el Guirnei, 8", 03610, 38.4891, -0.777316,,
Spain, "Leganes BP", 198, "Carretera Villaverde, 9999A", 28915, 40.331, -3.742,,
Spain, "La Paz", 201, "Paseo de la Castellana, 261", 28046, 40.4802, -3.68714,,
Spain, "Getafe Hospital", 202, "Calle Einstein, 1", 28905, 40.3165, -3.74382,,
Spain, "McDonald`s Plaza de Armas", 203, "Centro Comercial 'Plaza de Armas' | Local C-44 - 41001", 41001, 37.3913, -6.00218,,
Spain, "Montcada i Reixach", 204, "Setor Industrial 'Can Milans' Ctra. C s/n, C-17", 08110, 41.5086, 2.18893,,
Spain, "McDonald´s Puerto Banus", 206, "Complejo Residencial 'Marina Banús' | Local 6 - 29660 - Marbella - Málaga, Hotel Nacional", 29660, 36.4888, -4.95218,,
Spain, "Plaza Castilla", 207, "C/ San Aquilino, 4 Local 1A", 28029, 40.4675, -3.68984,,
Spain, "LOS BARRIOS", 208, "Polígono Industrial", 11379, 36.1822, -5.43982,,
Spain, "Pinto", 210, "Ctra. de Andalucía N-IV, Km.20,2 - 28320", 28320, 40.2462, -3.6901,,
Spain, " Andújar", 211, "Avenida de Londres, 3", 23740, 38.0381, -4.03772,,
Spain, "La Línea", 212, "C.C. Gran Sur | Avda. de las Colonias, nº9 Local 30 - 11300 - La Línea de, la Con", 11300, 36.1746, -5.36222,,
Spain, "McDonald´s Gibraltar", 213, "Europort Road", GX11 1AA, 36.14403, -5.35856,,
Spain, "EL ENSANCHE", 214, "Plaza José de Espronceda, s/n", 28806, 40.5025, -3.36631,,
Spain, "Alzira", 217, "Centro Comercial Carrefour, Avinguda de la Llibertat, s/n", 46600, 39.1619, -0.430071,,
Spain, "Alicante Universidad", 221, "Avda. Universidad s/n Polígono Industrial", 03009, 38.3746, -0.507475,,
Spain, "Collblanc", 223, "Carretera de Collblanc, 22", 08902, 41.3759, 2.12031,,
Spain, "Camas", 226, "Centro Comercial Carrefour | C/ Poeta Muñoz San Roman, s/n", 41900, 37.3909, -6.02972,,
Spain, "Opera", 228, "Plaza de Isabel II, 1", 28013, 40.4178, -3.70915,,
Spain, "McDonald´s Gorbeia", 230, "Autovia Bilbao - Vitoria, Km 9 | Centro Comercial Gorbeia", 01138, 42.9104, -2.71424,,
Spain, "McDonald's Pamplona", 231, "Parque Comercial Galaria Calle U, s/n", 31191, 42.7866, -1.63174,,
Spain, "Sevilla Este", 233, "Avda. Alcalde Luis Uruñuela, s/n, | (Frente al Palacio de Congresos) - 41020  , Se Carrer del Migjorn, 14-15", 41020, 37.4057, -5.93379,,
Spain, "Cas Capiscol", 234, "C/Leocadia Togores s/n Parcela F", 07010, 39.5956, 2.65053,,
Spain, "Bretxa", 235, "Alameda del Boulevard, s/n Centro Comercial 'La Bretxa", 20003, 43.3229, -1.98263,,
Spain, "PARQUE BULEVAR", 236, "C. C. 'Parque Bulevar Santa Cruz ' | C, Puerto Escondido, s/n", 38001, 28.4703, -16.2514,,
Spain, "McDonald's Santa Susanna", 238, "Ctra. N-II, Km. 671,5", 08398, 41.6334, 2.70499,,
Spain, "Almuñecar", 239, "Avenida Fenicia, s/n", 18690, 36.7361, -3.68811,,
Spain, "McDonald´s Parque Astur", 242, "Centro Comercial Parque Astur | Ctra. Campo del Tiro s/n", 33416, 43.5454, -5.86962,,
Spain, "El Ejido", 245, "Centro Comercial El Copo | Ctra. de Almerimar, s/n", 04700, 36.7536, -2.80567,,
Spain, "Sants Estación", 246, "Plaça dels Països Catalans, s/n", 08014, 41.3784, 2.13989,,
Spain, "Pozuelo Kinépolis", 249, "frente a Cines, Calle Edgar Neville, s/n", 28223, 40.3945, -3.79823,,
Spain, "El Masnou", 251, "Sector Voramar II, Carrer del Migjorn, 14, 15", 08320, 41.4843, 2.34018,,
Spain, "Ciudad Real", 252, "Avenida de Europa, s/n", 13005, 38.9841, -3.91403,,
Spain, "McDonald´s Avilés FS", 254, "Cam. de Heros, s/n", 33400, 43.5526, -5.93234,,
Spain, "McDonald´s Gijón La Calzada", 257, "c/v C/Industrias, Centro Comercial , C. Maestro Amado Moran", 33213, 43.5366, -5.69444,,
Spain, "McDonald´s Papalaguinda", 258, "Paseo de Papalaguinda, s/n", 24004, 42.5924, -5.57653,,
Spain, "Caletillas", 259, "Avda. Maritima, 202", 38530, 28.3824, -16.3623,,
Spain, "Manresa", 260, "Els Trullols Parc, s/n", 08240, 41.7236, 1.84755,,
Spain, "Javea", 261, "Carrer José de Espronceda, 2", 03730, 38.7883, 0.172565,,
Spain, "McDonald's Almeda", 263, "Ctra. de Hospitalet, 10 Polígono Industrial Almeda", 08940, 41.3528, 2.07692,,
Spain, "Salamanca FS", 265, "C.C. 'Los Cipreses', Avenida de los Cipreses, s/n", 37004, 40.9782, -5.64941,,
Spain, "VECINDARIO MALL", 266, "Centro Comercial Atlántico, Calle Insular, 9-45", 35110, 27.842418, -15.441257,,
Spain, "VECINDARIO FS", 267, "Avenida del Atlántico, 359", 35110, 27.842, -15.4405,,
Spain, "McDonald´s Calahonda", 268, "Ctra. Nacional A-7, Km 196,5 | Urbanización Royal Beach", 29649, 36.4881, -4.72422,,
Spain, "Mataró Parc", 269, "Carrer Estrasburg, 5, Locales 96 - 97", 08304, 41.5552, 2.43366,,
Spain, "McDonald's Vinaròs", 270, "C.C. Portal Del Mediterraneo, C. a Pp-1, 6, N-340, km 1049", 12500, 40.4552, 0.45404,,
Spain, "Mislata", 271, "Carrer Sant Antoni, s/n", 46920, 39.4787, -0.426144,,
Spain, "Parque Guadalquivir", 272, "Centro Comercial 'Parque Guadalquivir' parcela 46", 14013, 37.8585, -4.78734,,
Spain, "Sevilla San Pablo", 273, "C.C. Carrefour San Pablo, Calle José Jesús García Díaz, 1, Local 48", 41020, 37.4081, -5.93985,,
Spain, "Avila", 274, "Centro Comercial 'El Bulevar', Avda. Juan Carlos I, 45", 05004, 40.6688, -4.65979,,
Spain, "Cáceres", 276, "Ctra. de Valencia a Alcántara, s/n, C.C. Carrefour, Oeste", 10005, 39.4685, -6.395,,
Spain, "MCDONALDS McAuto ARMILLA", 277, "Centro Comercial 'Parque Albán' | Ctra. de, Av. Fernando de los Ríos, 6, s/n", 18100, 37.1522, -3.61394,,
Spain, "McDonald’s Playa del Inglés ", 278, "Centro Comercial Anexo II, Avenida 8 de Marzo", 35100, 27.7536, -15.569,,
Spain, "Salamanca Deico", 281, "Centro Comercial 'El Tormes', Local 112 Buzón 11, Avenida Salamanca, s/n", 37900, 40.9509, -5.64956,,
Spain, "Benidorm Playa", 283, "Avda. Madrid, 33 Edificio Almadraba Local 1", 03503, 38.5331, -0.107433,,
Spain, "Alfaz del Pí", 284, "Ctra, N-332", 03580, 38.5751, -0.07858,,
Spain, "Alcobendas BP", 285, "Calle del Marqués de la Valdavia, 140", 28100, 40.5473, -3.65584,,
Spain, "Figueras", 287, "Avinguda de Salvador Dalí i Domènech, 31", 17600, 42.2587, 2.961,,
Spain, "McDONALD´S VALDELAGRANA - BAHIA MAR", 288, "Parque Comercial Bahía Mar, Calle Río Guadarranque, 15", 11500, 36.5937, -6.22138,,
Spain, "Martorell", 289, "Polígono Industrial 'El Congost' Ctra. Nacional II", 08760, 41.465, 1.94744,,
Spain, "Mairena", 290, "Poligono Pisa, Calle Tomares, s/n", 41927, 37.3518, -6.05708,,
Spain, "NASSICA", 293, "Avda. Rio Guadalquivir, 18 Centro Comercial Nassica", 28906, 40.2708, -3.69634,,
Spain, "La Maquinista", 295, "Centro Cívico Comercial La Maquinista, Pont del Potosí, 2", 08030, 41.4401, 2.19843,,
Spain, "Blanes", 297, "Carretera Accés Costa Brava, 148", 17300, 41.6785, 2.77401,,
Spain, "Diagonal Mar", 301, "Centro Comercial Diagonal Mar | Avda. Diagonal, 3-Local 3370, 3ª Plta 08019", 08019, 41.4095, 2.21663,,
Spain, "McDonalds Parque Principado", 302, "Centro Comercial Parque Principado, Autovía A-66, Km. 4,5 Acceso Santander", 33429, 43.3898, -5.80489,,
Spain, "mc donalds santa ponsa", 303, "Avenida, Via Puig de Galatzo, 12", 07181, 39.5177, 2.48144,,
Spain, "Moratalaz", 304, "C/ Manuel Machado, Calle Alcalde Luis Marichalar, 6, y C", 28030, 40.4116, -3.6592,,
Spain, "Torrent", 306, "Polígono Industrial 'El Molí", 46900, 39.4402, -0.456282,,
Spain, "Son Rapinya", 307, "Centro Comercial Centro Parc | Camí de Son Rapinya, s/n, Avinguda Juan Carlos I, 45", 07013, 39.5799, 2.62457,,
Spain, "Mcdonalds Sanlucar", 309, "Centro Comercial 'Cobreros Ctra. de Sanlúcar a, Carretera de Chipiona, Km 1", 11540, 36.7706, -6.35717,,
Spain, "McDonalds Inca", 310, "C/ Sencelles, 73-74 - 07300 - Inca - Islas Baleares", 07300, 39.7112, 2.90885,,
Spain, "McDonald´s Benalmadena", 312, "Avenida Antonio Machado, 60", 29630, 36.5884, -4.53055,,
Spain, "Torremolinos-Los Alamos", 314, "Avenida de Manuel Fraga Iribarne, 10", 29620, 36.6431, -4.49148,,
Spain, "Badajoz Valdepasillas", 315, "Plaza De la Autonomía, s/n", 06010, 38.8667, -6.98176,,
Spain, "ADEJE", 316, "Avenida Barranco las Torres", 38670, 28.124, -16.7404,,
Spain, "Maremagnum", 317, "Moll d'Espanya, s/n", 08039, 41.3751, 2.18255,,
Spain, "Zaragoza Alcampo", 318, "Centro Comercial 'Utrillas Plaza, Plaza de Utrillas, 6", 50013, 41.6409, -0.867367,,
Spain, "McDonald´s Herrería", 319, "Avenida de los Escritores, s/n", 24400, 42.549, -6.60688,,
Spain, "McDonald´S Cuenca", 320, "Avda. Rey Juan Carlos I, 37C", 16004, 40.0547, -2.12559,,
Spain, "Reus Sur", 322, "Avinguda Salou, 114", 43205, 41.1414, 1.11665,,
Spain, "McDonald´s Cullera", 323, "PRM 3ª, Galeria Comercial Sabeco", 46400, 39.1792, -0.262077,,
Spain, "McDonald's República Argentina", 324, "Avenida de la República Argentina, 25", 41011, 37.3778, -6.00176,,
Spain, "Carralero", 325, "Polígono Industrial el Carralero, C/ De la Fresa, s/n", 28220, 40.4556, -3.87334,,
Spain, "McDonald's Viladecans", 327, "Polígono Can Calderón | Ctra. Comarcal 245 - 08840, Can Calderón, 245", 08840, 41.3216, 2.02842,,
Spain, "Talavera de la Reina", 328, "Calle Pablo Picasso, s/n", 45600, 39.9636, -4.8113,,
Spain, "Aguadulce", 329, "Av. el Parador, S/N, Rotonda El Parador", 04720, 36.8098, -2.59769,,
Spain, "Torrejón II", 330, "Avenida de la Constitución, 108", 28850, 40.4586, -3.4664,,
Spain, "Carlota", 331, "Centro Comercial 'Carlota'", 38660, 28.06, -16.7352,,
Spain, "Santiago", 332, "Praza de España", 15703, 42.8918, -8.53285,,
Spain, "Orense PonteVella", 336, "Rúa Ribeira Sacra, 50 Ponte Vella Centro Comercial y Ocio", 32003, 42.3448, -7.86512,,
Spain, "Festival Park", 337, "C.C. Festival Park | Autopista Palma-Inca, Km 7.100 - 07141 - Marratxí, Islas B Paseo de la Florida, 2 Local G53,F6", 07141, 39.633, 2.73239,,
Spain, "SOM Multiespai", 338, "Avda. Río de Janeiro, 42 Local 1/18 - 08016 Barcelona", 08016, 41.4353, 2.18086,,
Spain, "San Fernando", 339, "Club Las Salinas | Centro Comercial 'Bahía Sur", 11100, 36.4694, -6.20981,,
Spain, "Lalinea II", 341, "Avenida Veinte de Abril, s/n", 11300, 36.1569, -5.34758,,
Spain, "McDonald's Ronda", 343, "Plaza España, 7", 29400, 36.7414, -5.16648,,
Spain, "McDonald´s Gandia ", 346, "Avinguda de Blasco Ibáñez, 4", 46701, 38.9718, -0.169562,,
Spain, "Sant Vicenç del Horts", 347, "C.C. Mercat Central | Ctra. de Sant Boi, 63-67 | La Vailet - 08620 - Sant, Vicenç", 08620, 41.3967, 2.01123,,
Spain, "Mcdonald’s Ferrol", 348, "Polígono Industrial Gándara, 0", 15407, 43.488, -8.20214,,
Spain, "McDonald's Vilafranca", 350, "Polígon Industrial Mercaderias, 340 S/N", 08720, 41.3327, 1.67985,,
Spain, "McDonald's Vilanova", 354, "C, Ronda d'Europa, 64", 08800, 41.2314, 1.73716,,
Spain, "McDonald’s Siete Palmas", 355, "C.C. y de Ocio Siete Palmas | Local 2-23, 2ª Planta | Avda. Pintor Felo Monzón Centro Comercial Llobregat Centre", 35019, 28.096779, -15.456202,,
Spain, "sagunto", 356, "Avinguda de l'Advocat Fausto Caruana, 47B", 46500, 39.6721, -0.251529,,
Spain, "Playa Fañabé ", 357, "CC 'Costa Playa', Local 80 | Playa Torviscas, Fañabe", 38670, 28.082879, -16.735516,,
Spain, "Ripollet", 360, "C/ Tarragona, 24", 08291, 41.4947, 2.15505,,
Spain, "VILLALBA PLANETOCIO", 361, "Centro Comercial 'Planetocio, Calle Central, 46", 28400, 40.6377, -4.01893,,
Spain, "Plasencia", 362, "Edificio Céntrica 3, Calle Bravo Murillo", 10600, 40.0378, -6.0795,,
Spain, "Plaza de la Reina", 363, "Plaça de la Reina, 15", 46001, 39.4749, -0.375716,,
Spain, "RINCON DE LA VICTORIA", 365, "Centro Comercial Rincón de la Victoria C, Calle Arroyo Totalán, 36", 29720, 36.723, -4.31285,,
Spain, "McDonald´s Linares", 366, "C.C. Alcampo, Avenida San Cristóbal, s/n", 23700, 38.0902, -3.64685,,
Spain, "McDonald´s Samil", 367, "Avenida Samil, nº 31", 36212, 42.2107, -8.7734,,
Spain, "McDonald´s Villagarcia", 368, "Avenida Rivero Aguilar, s/n", 36600, 42.5983, -8.76774,,
Spain, "Mérida", 369, "Av. Reina Sofia, Local", 06800, 38.9051, -6.36049,,
Spain, "Huesca", 372, "Centro Comercial Coso Real Avda. de, Avenida del Doctor Artero, 31", 22004, 42.1481, -0.425797,,
Spain, "Palacio de Hielo", 378, "Centro Comercial Palacio de Hielo, Calle de Silvano, 77", 28043, 40.4628, -3.63667,,
Spain, "KINEPOLIS PATERNA", 381, "Centro Comercial Heron City Plan Parcial Sector 14 Parcela P.2, Kinepolis", 46980, 39.531, -0.442815,,
Spain, "Playa de Las Vistas", 383, "Calle Nordica, 4, Local 6", 38650, 28.0537, -16.7257,,
Spain, "Málaga Plaza Mayor", 384, "C.C. Plaza Mayor Parque de Ocio Ctra. p.k. 331, N-340", 29004, 36.6565, -4.47842,,
Spain, "Rivas Urbanizaciones", 390, "C. Industria", 28529, 40.3542, -3.55028,,
Spain, "Mc Donald´s Orotava", 395, "Centro Comercial Alcampo La Villa | Poligono San Jerónimo, Local nº 6 -, 38300", 38300, 28.39572, -16.546486,,
Spain, "McDonald's Los Prados", 397, "Centro Comercial Los Prados |, Calle Joaquín Costa, s/n", 33011, 43.3705, -5.83068,,
Spain, "Puerto de Ibiza", 398, "Avinguda de Santa Eulària des Riu, 3", 07800, 38.9109, 1.43449,,
Spain, "McDONALDS ELCHE NORTE", 403, "Ctra. N340 Alicante a Murcia Sector E 25, Poligono Industrial d'Altabix", 03203, 38.2728, -0.668774,,
Spain, "Alfafar", 404, " Calle Alcalde José Puertes S/N", 46910, 39.4117, -0.38194,,
Spain, "Palma Avenidas", 405, "Carrer Nuredduna, 1, Bajos", 07006, 39.5729, 2.65732,,
Spain, "McDonald´s Logroño", 406, "Calle Clavijo, 65", 26007, 42.4535, -2.46481,,
Spain, "Vic", 407, "Pol. Ind. Sot dels Pradals, Carretera Sant Hipòlit, 43", 08500, 41.942, 2.25299,,
Spain, "SANTA POLA", 410, "Carretera Elche-Santa Pola, 9", 03130, 38.1971, -0.563201,,
Spain, "Xanadú", 412, "Intu Xanadú, Autovía de Extremadura, km. 23, 500", 28939, 40.2996, -3.92398,,
Spain, "Molina de Segura", 413, "Centro Comercial Eroski, Ctra. Madrid Cartagena, s/n , Pol. Ind. 'El Tapiado'", 30500, 38.0644, -1.21961,,
Spain, "Alisal", 414, "C/ Julio Jaurena, nº 6 (El Alisal)", 39011, 43.4578, -3.85883,,
Spain, "EROSKI", 415, "Calle Jacarilla, 7", 03205, 38.2639837, -0.7203199,,
Spain, "McDonald's Estepona", 416, "Av. Litoral, s/n", 29680, 36.4316, -5.1228,,
Spain, "McDonald’s El Castillo", 419, "Ctra. De Jandía km. 11 Urb. Golf Club El", 35610, 28.3859289, -13.866174,,
Spain, "Málaga Universidad", 420, "Avenida de María Zambrano, 7", 29006, 36.7118, -4.46689,,
Spain, "Castellón", 421, "Avinguda del Mar, s/n", 12003, 39.9825, -0.022844,,
Spain, "Mc Donald´s La Salle", 422, "Avenida Manuel Hermoso Rojas, 16", 38005, 28.456501, -16.258731,,
Spain, "CHAFIRAS", 424, "Centro Comercial El Paso, TF-655, s/n", 38620, 28.0508, -16.6141,,
Spain, "McDonalds Boadilla", 426, "Calle de Santillana del Mar, 2", 28660, 40.4011, -3.8816,,
Spain, "Plaza Norte 2", 428, "Centro Comercial Plaza Norte 2, Plaza del Comercio, 11, 12", 28700, 40.5406, -3.61429,,
Spain, "McDonald´s  Príncipe Pio", 429, "Centro Comercial Príncipe Pío Paseo de la Florida, 2 Local G53, F6", 28008, 40.4214, -3.7202,,
Spain, "Murcia Infante", 430, "Centro Comercial Eroski Lope de Vega, Avenida de la Región Murciana, s/n", 30011, 37.9816, -1.11288,,
Spain, "Luz del Tajo", 432, "Centro Comercial Luz del Tajo | Avda. Río Boladiez, s/n", 45007, 39.8633, -3.97622,,
Spain, "McDonald´s Zubiarte", 433, "C.C. Zubiarte, Avenida Abandoibarra, local 1, 2", 48011, 43.2675, -2.9401,,
Spain, "GRANADA ESTACION", 434, "Avenida de Juan Pablo II, 53", 18014, 37.202, -3.61538,,
Spain, "MOTRIL", 436, "Avda. Salobreña, s/n | (Junto a Alcampo)", 18600, 36.7433, -3.52681,,
Spain, "Salt", 437, "Centro Comercial Espai Gironés Local 202203, Camí dels Carlins, 10", 17190, 41.9661, 2.78068,,
Spain, "Málaga Vialia", 438, "Centro Comercial Vialia | Estación de Málaga | Estacion Maria Zambrano,, Local A1 Garbera Bidea, s/n", 29002, 36.7124, -4.43276,,
Spain, "Alcalá de Guadaíra", 442, "A-92, Km. 7,5", 41500, 37.3532, -5.85886,,
Spain, "Albacete FS", 443, "Avenida Emilia Pardo Bazán, s/n", 02007, 39.007, -1.87827,,
Spain, "Plenilunio", 445, "Calle Aracne, s/n", 28022, 40.4471, -3.58717,,
Spain, "LUGO AS TERMAS", 446, "Centro Comercial 'As Termas' | Avda. Infanta Elena | Duquesa de Lugo, s/n", 27003, 43.038187, -7.568421,,
Spain, "Zaragoza Gran Casa", 448, "Centro Comercial 'Gran Casa local 202, Calle de María Zambrano, 35", 50018, 41.669, -0.889658,,
Spain, "Aqua", 449, "C.C. y Ocio Aqua Multiespacio C/ Menorca, 19 2ª Planta Locales 213", 46023, 39.4567, -0.34567,,
Spain, "Vigo Gran Vía", 453, "Centro Comercial Gran Vía, Rúa do Miradoiro, 2", 36210, 42.2206, -8.72441,,
Spain, "McDonald´s Nueva Condomina", 455, "Poligono, Avenida Nueva Condomina", 30110, 38.0408, -1.1489,,
Spain, "Parc Central", 456, "C.C. Parc Central, Carrer del Cardenal Vidal i Barraquer, 15", 43005, 41.1174, 1.23903,,
Spain, "Roquetas", 458, "Centro Comercial Gran Plaza | Ctra. Alicún, s/n | Local 1-2", 04740, 36.7748, -2.61325,,
Spain, "Magic Badalona", 460, "Centro Comercial Magic, Carrer de la Concòrdia, 15, Local A", 08917, 41.4429, 2.23007,,
Spain, "Centro Comercial Plaza Mar 2", 461, "Avinguda de Dénia, s/n, Centro comercial Plaza Mar 2", 03016, 38.3546, -0.471576,,
Spain, "Cartagena Espacio", 462, "Calle Londres, s/n, Local 2 . 03", 30395, 37.6263, -0.950353,,
Spain, "Torrelodones", 463, "Espacio Torrelodones Shopping Center |, Avenida de la Fontanilla, s / n", 28250, 40.5681, -3.91952,,
Spain, "Torrelavega", 466, "Avenida de Bilbao, s/n", 39300, 43.3439, -4.03329,,
Spain, "Plaza Imperial", 467, "Av. de la Diag.", 50197, 41.6311, -0.991344,,
Spain, "TORVISCAS", 469, "Avda. Lisboa, S/N", 38670, 28.0887, -16.7282,,
Spain, "Colmenar El Ventanal", 470, "Avenida de la Tejera, S/N", 28770, 40.6596, -3.75711,,
Spain, "McDonald´s El Ferial", 471, "Centro Comercial El Ferial Avda. de, Avenida Eduardo Guitián, 1319", 19002, 40.6217, -3.16533,,
Spain, "Ondara", 472, "Avenida Costa Blanca, 2", 03760, 38.8182, 0.023706,,
Spain, "Jarama", 475, "A.S. Cepsa 'Las Pueblas' Ctra. de Burgos (N-I, Km. 29)", 28770, 40.6349, -3.59182,,
Spain, "McDonald's Igualada", 476, "Avinguda d Andorra, 33", 08700, 41.5907, 1.61825,,
Spain, "McDonald’s Las Terrazas", 477, "Centro Comercial Las Terrazas | Autovia Gran Canaria 1, Km 55 | El Cortijo", 35220, 28.028735, -15.393914,,
Spain, "El Manar", 478, "Parque Comercial El Manar | Parcela AC-2-1 | Autovia V-21, Salida 9", 46560, 39.5527, -0.303383,,
Spain, "McDonald´s Parla Ermita", 479, "C/ Viario de Ronda, 1- 28981 - Parla - Madrid Avda. Diagonal, 3Local 3370, 3ª Plta", 28981, 40.2277, -3.77906,,
Spain, "Las Tablas Repsol", 481, "Calle del Abetal, 8", 28050, 40.5019, -3.6628,,
Spain, "Carabanchel Repsol", 482, "Avenida de la Peseta, 6", 28054, 40.3692, -3.76597,,
Spain, "Vallecas-Santa Eugenia", 483, "C/ Real de Argenda, 74", 28031, 40.3761, -3.60469,,
Spain, "Vallecas La Gavia", 484, "Centro Comercial La Gavia Alto del Retiro, Ensanche de Vallecas, 33, Local 20", 28051, 40.3685, -3.59814,,
Spain, "McDonald´s Ponferrada El Rosal", 485, "Centro Comercial El Rosal, Avenida de la Constitución, Local 221, Avenida de la Constitución, Local 221", 24400, 42.5565, -6.60211,,
Spain, "McDonald´s Rubí", 487, "Carretera de Tarrasa, Carrer del Conflent, 143", 08191, 41.5072, 2.03527,,
Spain, "Huércal", 488, "Avda. Emilio Peña, 1 | Parque Comercial La Cepa. 04230. Huércal de Almería", 04230, 36.8733, -2.44541,,
Spain, "Barakaldo", 489, "Avenida de la Ribera, nº1-B,", 48903, 43.28593, -2.996147,,
Spain, "Torrent A7", 491, "Polígono Industrial El Toll-L´Alberca Parcela 84, Manzana, 6", 46900, 39.4201, -0.50552,,
Spain, "Zaragoza Puerto Venecia", 492, "Centro Comercial Puerto Venecia, Avenida Isla de Murano, s/n", 50021, 41.6087, -0.881996,,
Spain, "Arenal Playa", 493, "C/ Cartago, 40", 07600, 39.5064, 2.75169,,
Spain, "Alcantarilla", 494, "Avenida Río Seco- Polígono Comercial Oeste", 30835, 37.9565, -1.217,,
Spain, "Huelva Norte", 496, "venida de las Fuerzas Armadas, S/N", 21007, 37.269192, -6.918146,,
Spain, "McDonald's Parque Comercial Abadia", 498, "Centro Comercial La Abadia | Autovia Madrid-Toledo A-42 | Sal.65 Ctra CM403 Dir", 45005, 39.90535099, -4.016906999,,
Spain, "Roda de Bara", 499, "Carrer Hispano Suiza, 35", 43883, 41.1783, 1.4884,,
Spain, "McDonald´s Gamarra", 501, "Gamarrako Atea, 38A", 01013, 42.8641, -2.6608,,
Spain, "McDonald´s Gelves", 502, "Av. de Europa, s/n", 41920, 37.3549, -6.02697,,
Spain, "McDonald's Lloret Riera", 503, "Avinguda Just Marlés Vilarrodona, 53", 17310, 41.7003, 2.84251,,
Spain, "Avenida de los Poblados", 504, "Junto a Gasolinera Cepsa, Avenida de los Poblados, 118", 28054, 40.3728, -3.72582,,
Spain, "Torrevieja Punta Marina", 506, "Cetro Comercial Punta Marina Ctra. N. Km. 54, N-332", 03189, 37.9492, -0.71432,,
Spain, "Cartagena Mandarache", 510, "Centro Comercial Mandarache, Ronda Ciudad de la Unión, Parcela 1", 30204, 37.617, -0.98391,,
Spain, "Lerida Norte", 511, "Avinguda Alcalde Rovira Roure, 185", 25198, 41.6303, 0.595174,,
Spain, "Urtinsa", 512, "Calle los Ebanistas, 2", 28923, 40.3424, -3.80587,,
Spain, "McDonald's Tortosa", 513, "Pont de Tirant-lo Blanc, s/n | Parcela 1 | Plan Parcial Portal Ciutat Nord", 43500, 40.7984, 0.521421,,
Spain, "Orense Fonsillon", 517, "Rúa Dos Lares Viales, s/n", 32005, 42.321998, -7.873064,,
Spain, "Móstoles Fuensanta", 520, "Centro Comercial La Fuensanta, Avenida de la Onu, 65", 28936, 40.3162, -3.85053,,
Spain, "McDonald´s Gandariña", 521, "Autovía Rías Baixas | (A-52), Salida 664 | Centro Comercial Meixoeiro, Carrer Extremadura, s/n", 36214, 42.217, -8.68414,,
Spain, "Málaga Ikea", 523, "Parque Comercial BAHIA AZUL, Avda. de Velazquez, 389 , Junto a Ikea", 29004, 36.658152, -4.484857,,
Spain, "Rivas Futura ", 524, "Calle Juan de la Cierva, 1", 28521, 40.3386, -3.5297,,
Spain, "LUZ SHOPPING", 525, "Carretera el Calvario, Parcela L21, C Area, 7", 11400, 36.693887, -6.160197,,
Spain, "Arroyomolinos", 526, "C/ Puerto de Somosierra, s/n Junto a Bricor", 28939, 40.297, -3.933424,,
Spain, "Mc Donald´s Artica", 527, "C/ Lantzeluze, Sector Artiberri , PA-30, 39", 31013, 42.834107, -1.665535,,
Spain, "Mataró Avingudes", 528, "Pintor Vicenç Puig i Perajordi, 2", 08303, 41.535894, 2.430721,,
Spain, "El Juncal", 529, "Avenida de Rafael Nadal, 3", 28108, 40.537319, -3.623643,,
Spain, "Los Pastores", 530, "Av. 28 de Febrero, s/n", 11207, 36.112563, -5.453152,,
Spain, "McDonald´s Utrera", 531, "Ctra. Arahal - Utrera, km. 77, Avenida Cuesta del Merendero", 41710, 37.1741, -5.77404,,
Spain, "Tres Aguas", 532, "Avda. San Martín de Valdeiglesias, 2 Junto Centro Comercial Tres Aguas, Avenida San Martín de Valdeiglesias, 2", 28922, 40.35637, -3.830001,,
Spain, "McDonald´s Lorca", 533, "Pol. Ind. los Peñones, C. Antonio Ulloa, 9", 30800, 37.6576, -1.7063,,
Spain, "La Coruña La Grela", 534, "Polígono Industrial de La Grela, Calle Severo Ochoa, 6", 15008, 43.349708, -8.420525,,
Spain, "PALENCIA ARAMBOL", 535, "Parque Comercial Arambol |, Avenida Brasilia, s/n", 34004, 42.012016, -4.519585,,
Spain, "Sabadell Sur", 536, "Parque Empresarial del Valles Pol. de Sant Pau de Riusec, Carrer de la Serra de Galliners, 51", 08205, 41.51145, 2.10492,,
Spain, "Montecarmelo", 537, "Avenida de Montecarmelo, 1", 28049, 40.502689, -3.697865,,
Spain, "Valencia AVE", 538, "Estación Joaquin Sorolla, Via de Servicio de la Estación de Joaquín Sorolla", 46007, 39.459852, -0.381513,,
