name,id,imageurl,xdescription,ydescription,height,category,weight,typeofpokemon/0,typeofpokemon/1,weaknesses/0,weaknesses/1,weaknesses/2,weaknesses/3,evolutions/0,evolutions/1,evolutions/2,abilities/0,hp,attack,defense,special_attack,special_defense,speed,total,male_percentage,female_percentage,genderless,cycles,egg_groups,evolvedfrom,reason,base_exp,weaknesses/4,evolutions/3,weaknesses/5,weaknesses/6,evolutions/4,evolutions/5,evolutions/6,evolutions/7,evolutions/8
Doublade,#680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/680.png,"The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.","When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons.","2' 07""",Sword,9.9 lbs,Steel,Ghost,Fire,Ghost,Dark,Ground,#679,#680,#681,No Guard,30,60,60,20,20,20,210,50%,50%,0,20 ,Mineral ,#679,(Level 35),157,,,,,,,,,
Aegislash,#681,https://assets.pokemon.com/assets/cms2/img/pokedex/full/681.png,"Apparently, it can detect the innate qualities of leadership. According to legend, whoever it recognizes is destined to become king.","Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.","5' 07""",Royal Sword,116.8 lbs,Steel,Ghost,Fire,Ghost,Dark,Ground,#679,#680,#681,Stance Change,30,30,60,20,60,30,230,50%,50%,0,20 ,Mineral ,#680,(use Dusk Stone),234,,,,,,,,,
Spritzee,#682,https://assets.pokemon.com/assets/cms2/img/pokedex/full/682.png,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.",It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.,"0' 08""",Perfume,1.1 lbs,Fairy,,Steel,Poison,,,#682,#683,,Healer,30,30,30,30,30,10,160,50%,50%,0,20 ,Fairy ,,,68,,,,,,,,,
Aromatisse,#683,https://assets.pokemon.com/assets/cms2/img/pokedex/full/683.png,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.","It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle.","2' 07""",Fragrance,34.2 lbs,Fairy,,Steel,Poison,,,#682,#683,,Healer,40,40,30,50,40,20,220,50%,50%,0,20 ,Fairy ,#682,(trade holding Sachet),162,,,,,,,,,
Swirlix,#684,https://assets.pokemon.com/assets/cms2/img/pokedex/full/684.png,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.","To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy.","1' 04""",Cotton Candy,7.7 lbs,Fairy,,Steel,Poison,,,#684,#685,,Sweet Veil,30,30,30,30,20,30,170,50%,50%,0,20 ,Fairy ,,,68,,,,,,,,,
Slurpuff,#685,https://assets.pokemon.com/assets/cms2/img/pokedex/full/685.png,"Its sense of smell is 100 million times better than a human's, so even the faintest scent tells it about everything in the area. It's like it can see with its nose!",It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.,"2' 07""",Meringue,11.0 lbs,Fairy,,Steel,Poison,,,#684,#685,,Sweet Veil,30,40,40,40,30,40,220,50%,50%,0,20 ,Fairy ,#684,(trade holding Whipped Dream),168,,,,,,,,,
Inkay,#686,https://assets.pokemon.com/assets/cms2/img/pokedex/full/686.png,"It flashes the light-emitting spots on its body, which drains its opponent's will to fight. It takes the opportunity to scuttle away and hide.",Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.,"1' 04""",Revolving,7.7 lbs,Dark,Psychic,Fairy,Bug,,,#686,#687,,Suction Cups,20,30,20,20,20,30,140,50%,50%,0,20 ,"Water 1, Water 2 ",,,58,,,,,,,,,
Malamar,#687,https://assets.pokemon.com/assets/cms2/img/pokedex/full/687.png,"It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.","It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants.","4' 11""",Overturning,103.6 lbs,Dark,Psychic,Fairy,Bug,,,#686,#687,,Suction Cups,40,50,40,30,30,40,230,50%,50%,0,20 ,"Water 1, Water 2 ",#686,"(Level 30, holding console upside down)",169,,,,,,,,,
Binacle,#688,https://assets.pokemon.com/assets/cms2/img/pokedex/full/688.png,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.","Two Binacle live together on one rock. When they fight, one of them will move to a different rock.","1' 08""",Two-Handed,68.3 lbs,Rock,Water,Electric,Fighting,Grass,Ground,#688,#689,,Sniper,20,30,30,20,20,30,150,50%,50%,0,20 ,Water 3 ,,,61,,,,,,,,,
Barbaracle,#689,https://assets.pokemon.com/assets/cms2/img/pokedex/full/689.png,"Barbaracle's legs and hands have minds of their own, and they will move independently. But they usually follow the head's orders.","When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle.","4' 03""",Collective,211.6 lbs,Rock,Water,Electric,Fighting,Grass,Ground,#688,#689,,Sniper,30,50,50,30,40,40,240,50%,50%,0,20 ,Water 3 ,#688,(Level 39),175,,,,,,,,,
Skrelp,#690,https://assets.pokemon.com/assets/cms2/img/pokedex/full/690.png,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off.","1' 08""",Mock Kelp,16.1 lbs,Poison,Water,Psychic,Electric,Ground,,#690,#691,,Poison Point,20,30,30,30,30,20,160,50%,50%,0,20 ,"Dragon, Water 1 ",,,64,,,,,,,,,
Dragalge,#691,https://assets.pokemon.com/assets/cms2/img/pokedex/full/691.png,"Tales are told of ships that wander into seas where Dragalge live, never to return.","Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory.","5' 11""",Mock Kelp,179.7 lbs,Poison,Dragon,Psychic,Dragon,Ice,Ground,#690,#691,,Poison Point,30,40,40,50,50,30,240,50%,50%,0,20 ,"Dragon, Water 1 ",#690,(Level 48),173,,,,,,,,,
Clauncher,#692,https://assets.pokemon.com/assets/cms2/img/pokedex/full/692.png,"Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock.",They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.,"1' 08""",Water Gun,18.3 lbs,Water,,Grass,Electric,,,#692,#693,,Mega Launcher,20,30,30,30,30,30,170,50%,50%,0,15 ,"Water 1, Water 3 ",,,66,,,,,,,,,
Clawitzer,#693,https://assets.pokemon.com/assets/cms2/img/pokedex/full/693.png,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots.",Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.,"4' 03""",Howitzer,77.8 lbs,Water,,Grass,Electric,,,#692,#693,,Mega Launcher,30,40,40,60,40,30,240,50%,50%,0,15 ,"Water 1, Water 3 ",#692,(Level 37),100,,,,,,,,,
Helioptile,#694,https://assets.pokemon.com/assets/cms2/img/pokedex/full/694.png,The frills on either side of its head have cells that generate electricity when exposed to sunlight.,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement.","1' 08""",Generator,13.2 lbs,Electric,Normal,Fighting,Ground,,,#694,#695,,Sand Veil,20,20,20,30,20,40,150,50%,50%,0,20 ,"Dragon, Monster ",,,58,,,,,,,,,
Heliolisk,#695,https://assets.pokemon.com/assets/cms2/img/pokedex/full/695.png,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.",They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.,"3' 03""",Generator,46.3 lbs,Electric,Normal,Fighting,Ground,,,#694,#695,,Sand Veil,30,30,20,50,40,60,230,50%,50%,0,20 ,"Dragon, Monster ",#694,(use Sun Stone),168,,,,,,,,,
Tyrunt,#696,https://assets.pokemon.com/assets/cms2/img/pokedex/full/696.png,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.,"This Pokémon was restored from a fossil. If something happens that it doesn't like, it throws a tantrum and runs wild.","2' 07""",Royal Heir,57.3 lbs,Rock,Dragon,Steel,Ice,Dragon,Fighting,#696,#697,,Strong Jaw,30,50,30,20,20,30,180,87.5%,12.5%,0,30 ,"Dragon, Monster ",,,72,Fairy,,Ground,,,,,,
Tyrantrum,#697,https://assets.pokemon.com/assets/cms2/img/pokedex/full/697.png,"Nothing could stop this Pokémon 100 million years ago, so it behaved like a king.","Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited.","8' 02""",Despot,595.2 lbs,Rock,Dragon,Steel,Ice,Dragon,Fighting,#696,#697,,Strong Jaw,30,60,50,30,30,40,240,87.5%,12.5%,0,30 ,"Dragon, Monster ",#696,"(Level 39, Daytime)",182,Fairy,,Ground,,,,,,
Amaura,#698,https://assets.pokemon.com/assets/cms2/img/pokedex/full/698.png,This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.,"4' 03""",Tundra,55.6 lbs,Rock,Ice,Steel,Fighting,Water,Rock,#698,#699,,Refrigerate,30,30,20,30,30,30,170,87.5%,12.5%,0,30 ,Monster ,,,72,Grass,,Ground,,,,,,
Aurorus,#699,https://assets.pokemon.com/assets/cms2/img/pokedex/full/699.png,"Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent's attack.","The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice.","8' 10""",Tundra,496.0 lbs,Rock,Ice,Steel,Fighting,Water,Rock,#698,#699,,Refrigerate,50,40,30,50,40,30,240,87.5%,12.5%,0,30 ,Monster ,#698,"(Level 39, Nighttime)",104,Grass,,Ground,,,,,,
Sylveon,#700,https://assets.pokemon.com/assets/cms2/img/pokedex/full/700.png,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.,It sends a soothing aura from its ribbonlike feelers to calm fights.,"3' 03""",Intertwining,51.8 lbs,Fairy,,Steel,Poison,,,#133,#134,#135,Cute Charm,40,30,30,50,50,30,230,87.5%,12.5%,0,35 ,Field ,#133,Affection in PokÃ©mon Amie,184,,#136,,,#197,#471,#470,#196,#700
Hawlucha,#701,https://assets.pokemon.com/assets/cms2/img/pokedex/full/701.png,"With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.","Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama.","2' 07""",Wrestling,47.4 lbs,Fighting,Flying,Electric,Psychic,Flying,Ice,#701,,,Limber,30,50,30,40,30,60,240,50%,50%,0,20 ,Human-Like ,,,175,Fairy,,,,,,,,
Dedenne,#702,https://assets.pokemon.com/assets/cms2/img/pokedex/full/702.png,"It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers.","Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances.","0' 08""",Antenna,4.9 lbs,Electric,Fairy,Poison,Ground,,,#702,,,Pickup,30,30,30,40,30,50,210,50%,50%,0,20 ,"Fairy, Field ",,,151,,,,,,,,,
Carbink,#703,https://assets.pokemon.com/assets/cms2/img/pokedex/full/703.png,It has slept underground for hundreds of millions of years since its birth. It's occasionally found during the excavation of caves.,"Born from the temperatures and pressures deep underground, it fires beams from the stone in its head.","1' 00""",Jewel,12.6 lbs,Rock,Fairy,Steel,Water,Grass,Ground,#703,,,Clear Body,20,30,60,20,60,30,220,,,1,25 ,"Fairy, Mineral ",,,100,,,,,,,,,
Goomy,#704,https://assets.pokemon.com/assets/cms2/img/pokedex/full/704.png,It's covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.,"The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn't dry out.","1' 00""",Soft Tissue,6.2 lbs,Dragon,,Fairy,Ice,Dragon,,#704,#705,#706,Hydration,20,30,20,30,30,20,150,50%,50%,0,40 ,Dragon ,,,60,,,,,,,,,
Sliggoo,#705,https://assets.pokemon.com/assets/cms2/img/pokedex/full/705.png,"Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose.","It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can't see anything.","2' 07""",Soft Tissue,38.6 lbs,Dragon,,Fairy,Ice,Dragon,,#704,#705,#706,Hydration,30,40,20,40,50,30,210,50%,50%,0,40 ,Dragon ,#704,(Level 40),158,,,,,,,,,
Goodra,#706,https://assets.pokemon.com/assets/cms2/img/pokedex/full/706.png,It attacks with retractable horns. It throws a punch that's the equivalent of the force of a hundred pro boxers.,"This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime.","6' 07""",Dragon,331.8 lbs,Dragon,,Fairy,Ice,Dragon,,#704,#705,#706,Hydration,40,50,30,50,60,40,270,50%,50%,0,40 ,Dragon ,#705,"(Level 50, during rain)",270,,,,,,,,,
Klefki,#707,https://assets.pokemon.com/assets/cms2/img/pokedex/full/707.png,"It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime.",These key collectors threaten any attackers by fiercely jingling their keys at them.,"0' 08""",Key Ring,6.6 lbs,Steel,Fairy,Fire,Ground,,,#707,,,Prankster,20,40,40,40,40,40,220,50%,50%,0,20 ,Mineral ,,,165,,,,,,,,,
Phantump,#708,https://assets.pokemon.com/assets/cms2/img/pokedex/full/708.png,"According to old tales, these Pokémon are stumps possessed by the spirits of children who died while lost in the forest.",These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.,"1' 04""",Stump,15.4 lbs,Ghost,Grass,Ghost,Fire,Flying,Dark,#708,#709,,Natural Cure,20,40,20,20,30,20,150,50%,50%,0,20 ,"Amorphous, Grass ",,,62,Ice,,,,,,,,
Trevenant,#709,https://assets.pokemon.com/assets/cms2/img/pokedex/full/709.png,"Using its roots as a nervous system, it controls the trees in the forest. It's kind to the Pokémon that reside in its body.","It can control trees at will. It will trap people who harm the forest, so they can never leave.","4' 11""",Elder Tree,156.5 lbs,Ghost,Grass,Ghost,Fire,Flying,Dark,#708,#709,,Natural Cure,30,60,30,30,30,30,210,50%,50%,0,20 ,"Amorphous, Grass ",#708,(Trade),166,Ice,,,,,,,,
Pumpkaboo,#710,https://assets.pokemon.com/assets/cms2/img/pokedex/full/710.png,It is said to carry wandering spirits to the place where they belong so they can move on.,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.","1' 04""",Pumpkin,11.0 lbs,Ghost,Grass,Ghost,Fire,Flying,Dark,#710,#711,,Pickup,20,30,30,20,20,30,150,50%,50%,0,20 ,Amorphous ,,,67,Ice,,,,,,,,
Gourgeist,#711,https://assets.pokemon.com/assets/cms2/img/pokedex/full/711.png,It enwraps its prey in its hairlike arms. It sings joyfully as it observes the suffering of its prey.,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.","2' 11""",Pumpkin,27.6 lbs,Ghost,Grass,Ghost,Fire,Flying,Dark,#710,#711,,Pickup,30,50,50,30,30,50,240,50%,50%,0,20 ,Amorphous ,#710,(Trade),173,Ice,,,,,,,,
Bergmite,#712,https://assets.pokemon.com/assets/cms2/img/pokedex/full/712.png,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.",It blocks opponents' attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.,"3' 03""",Ice Chunk,219.4 lbs,Ice,,Fire,Steel,Fighting,Rock,#712,#713,,Own Tempo,20,40,40,20,20,20,160,50%,50%,0,20 ,Monster ,,,61,,,,,,,,,
Avalugg,#713,https://assets.pokemon.com/assets/cms2/img/pokedex/full/713.png,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.,Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.,"6' 07""",Iceberg,1113.3 lbs,Ice,,Fire,Steel,Fighting,Rock,#712,#713,,Own Tempo,40,60,80,20,20,20,240,50%,50%,0,20 ,Monster ,#712,(Level 37),180,,,,,,,,,
Noibat,#714,https://assets.pokemon.com/assets/cms2/img/pokedex/full/714.png,"Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves.","They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz.","1' 08""",Sound Wave,17.6 lbs,Flying,Dragon,Ice,Rock,Fairy,Dragon,#714,#715,,Frisk,20,20,20,20,20,30,130,50%,50%,0,20 ,Flying ,,,49,,,,,,,,,
Noivern,#715,https://assets.pokemon.com/assets/cms2/img/pokedex/full/715.png,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.,They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.,"4' 11""",Sound Wave,187.4 lbs,Flying,Dragon,Fairy,Dragon,Ice,Rock,#714,#715,,Frisk,30,40,40,50,30,70,260,50%,50%,0,20 ,Flying ,#714,(Level 48),187,,,,,,,,,
Xerneas,#716,https://assets.pokemon.com/assets/cms2/img/pokedex/full/716.png,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life.",Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.,"9' 10""",Life,474.0 lbs,Fairy,,Steel,Poison,,,#716,,,Fairy Aura,50,70,40,60,40,50,310,,,1,120 ,Undiscovered ,,,306,,,,,,,,,
Yveltal,#717,https://assets.pokemon.com/assets/cms2/img/pokedex/full/717.png,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.","When this legendary Pokémon's wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.","19' 00""",Destruction,447.5 lbs,Dark,Flying,Electric,Ice,Rock,Fairy,#717,,,Dark Aura,50,70,40,60,40,50,310,,,1,120 ,Undiscovered ,,,306,,,,,,,,,
Zygarde,#718,https://assets.pokemon.com/assets/cms2/img/pokedex/full/718.png,It's thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,"This is Zygarde's form when it has gathered 50% of its cells. It wipes out all those who oppose it, showing not a shred of mercy.","16' 05""",Order,672.4 lbs,Dragon,Ground,Fairy,Ice,Dragon,,#718,,,Aura Break,40,50,50,40,40,50,270,,,1,120 ,Undiscovered ,,,270,,,,,,,,,
Diancie,#719,https://assets.pokemon.com/assets/cms2/img/pokedex/full/719.png,It can instantly create many diamonds by compressing the carbon in the air between its hands.,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.","2' 04""",Jewel,19.4 lbs,Rock,Fairy,Steel,Water,Grass,Ground,#719,,,Clear Body,20,50,60,50,60,30,270,,,1,25 ,Undiscovered ,,,270,,,,,,,,,
Hoopa,#720,https://assets.pokemon.com/assets/cms2/img/pokedex/full/720.png,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.","In its true form, it possesses a huge amount of power. Legends of its avarice tell how it once carried off an entire castle to gain the treasure hidden within.","1' 08""",Mischief,19.8 lbs,Psychic,Ghost,Ghost,Dark,,,#720,,,Magician,40,60,30,60,50,40,280,,,1,120 ,Undiscovered ,,,270,,,,,,,,,
Volcanion,#721,https://assets.pokemon.com/assets/cms2/img/pokedex/full/721.png,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,It lets out billows of steam and disappears into the dense fog. It's said to live in mountains where humans do not tread.,"5' 07""",Steam,429.9 lbs,Fire,Water,Ground,Electric,Rock,,#721,,,Water Absorb,30,60,50,60,40,40,280,,,1,120 ,Undiscovered ,,,270,,,,,,,,,
Rowlet,#722,https://assets.pokemon.com/assets/cms2/img/pokedex/full/722.png,"Silently it glides, drawing near its targets. Before they even notice it, it begins to pelt them with vicious kicks.","This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night.","1' 00""",Grass Quill,3.3 lbs,Grass,Flying,Fire,Flying,Ice,Poison,#722,#723,#724,Overgrow,30,30,30,30,30,30,180,87.5%,12.5%,0,15 ,Flying ,,,64,Rock,,,,,,,,
Dartrix,#723,https://assets.pokemon.com/assets/cms2/img/pokedex/full/723.png,It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle.","2' 04""",Blade Quill,35.3 lbs,Grass,Flying,Fire,Flying,Ice,Poison,#722,#723,#724,Overgrow,30,40,40,40,40,30,220,87.5%,12.5%,0,15 ,Flying ,#722,(Level 17),147,Rock,,,,,,,,
Decidueye,#724,https://assets.pokemon.com/assets/cms2/img/pokedex/full/724.png,"Although basically cool and cautious, when it's caught by surprise, it's seized by panic.","It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.","5' 03""",Arrow Quill,80.7 lbs,Grass,Ghost,Ghost,Fire,Flying,Dark,#722,#723,#724,Overgrow,30,60,40,50,60,50,290,87.5%,12.5%,0,15 ,Flying ,#723,(Level 34),239,Ice,,,,,,,,
Litten,#725,https://assets.pokemon.com/assets/cms2/img/pokedex/full/725.png,It doesn't allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.","1' 04""",Fire Cat,9.5 lbs,Fire,,Water,Ground,Rock,,#725,#726,#727,Blaze,20,40,20,30,20,50,180,87.5%,12.5%,0,15 ,Field ,,,64,,,,,,,,,
Torracat,#726,https://assets.pokemon.com/assets/cms2/img/pokedex/full/726.png,"It boasts powerful front legs. With a single punch, it can bend an iron bar right over.","At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire.","2' 04""",Fire Cat,55.1 lbs,Fire,,Water,Ground,Rock,,#725,#726,#727,Blaze,30,50,30,40,30,60,240,87.5%,12.5%,0,15 ,Field ,#725,(Level 17),147,,,,,,,,,
Incineroar,#727,https://assets.pokemon.com/assets/cms2/img/pokedex/full/727.png,"After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.","This Pokémon has a violent, selfish disposition. If it's not in the mood to listen, it will ignore its Trainer's orders with complete nonchalance.","5' 11""",Heel,183.0 lbs,Fire,Dark,Water,Ground,Fighting,Rock,#725,#726,#727,Blaze,40,60,50,40,50,40,280,87.5%,12.5%,0,15 ,Field ,#726,(Level 34),239,,,,,,,,,
Popplio,#728,https://assets.pokemon.com/assets/cms2/img/pokedex/full/728.png,This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It's famous for being a hard worker.","1' 04""",Sea Lion,16.5 lbs,Water,,Grass,Electric,,,#728,#729,#730,Torrent,20,30,30,40,30,30,180,87.5%,12.5%,0,15 ,"Field, Water 1 ",,,64,,,,,,,,,
Brionne,#729,https://assets.pokemon.com/assets/cms2/img/pokedex/full/729.png,"It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.","A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies.","2' 00""",Pop Star,38.6 lbs,Water,,Grass,Electric,,,#728,#729,#730,Torrent,20,40,40,50,50,30,230,87.5%,12.5%,0,15 ,"Field, Water 1 ",#728,(Level 17),147,,,,,,,,,
Primarina,#730,https://assets.pokemon.com/assets/cms2/img/pokedex/full/730.png,Its singing voice is its chief weapon in battle. This Pokémon's Trainer must prioritize the daily maintenance of its throat at all costs.,It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.,"5' 11""",Soloist,97.0 lbs,Water,Fairy,Grass,Electric,Poison,,#728,#729,#730,Torrent,30,40,40,70,70,40,290,87.5%,12.5%,0,15 ,"Field, Water 1 ",#729,(Level 34),239,,,,,,,,,
Pikipek,#731,https://assets.pokemon.com/assets/cms2/img/pokedex/full/731.png,"This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.",It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.,"1' 00""",Woodpecker,2.6 lbs,Normal,Flying,Electric,Ice,Rock,,#731,#732,#733,Keen Eye,10,40,20,20,10,40,140,50%,50%,0,15 ,Flying ,,,53,,,,,,,,,
Trumbeak,#732,https://assets.pokemon.com/assets/cms2/img/pokedex/full/732.png,"By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.","It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst.","2' 00""",Bugle Beak,32.6 lbs,Normal,Flying,Electric,Ice,Rock,,#731,#732,#733,Keen Eye,20,50,30,20,30,50,200,50%,50%,0,15 ,Flying ,#731,(Level 14),124,,,,,,,,,
Toucannon,#733,https://assets.pokemon.com/assets/cms2/img/pokedex/full/733.png,"Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders.","When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits.","3' 07""",Cannon,57.3 lbs,Normal,Flying,Electric,Ice,Rock,,#731,#732,#733,Keen Eye,30,60,40,40,40,40,250,50%,50%,0,15 ,Flying ,#732,(Level 28),218,,,,,,,,,
Yungoos,#734,https://assets.pokemon.com/assets/cms2/img/pokedex/full/734.png,"It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.","With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region.","1' 04""",Loitering,13.2 lbs,Normal,,Fighting,,,,#734,#735,,Strong Jaw,20,40,20,20,10,30,140,50%,50%,0,15 ,Field ,,,51,,,,,,,,,
Gumshoos,#735,https://assets.pokemon.com/assets/cms2/img/pokedex/full/735.png,"It adores having Rattata and Raticate for dinner, but as it's diurnal, it never encounters them. This Pokémon boasts incredible patience.","When it finds a trace of its prey, it patiently stakes out the location...but it's always snoozing by nightfall.","2' 04""",Stakeout,31.3 lbs,Normal,,Fighting,,,,#734,#735,,Strong Jaw,30,60,30,30,30,30,210,50%,50%,0,15 ,Field ,#734,"(Level 20, Daytime)",146,,,,,,,,,
Grubbin,#736,https://assets.pokemon.com/assets/cms2/img/pokedex/full/736.png,They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.,Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.,"1' 04""",Larva,9.7 lbs,Bug,,Fire,Flying,Rock,,#736,#737,#738,Swarm,20,30,30,30,20,30,160,50%,50%,0,15 ,Bug ,,,60,,,,,,,,,
Charjabug,#737,https://assets.pokemon.com/assets/cms2/img/pokedex/full/737.png,"From the food it digests, it generates electricity, and it stores this energy in its electric sac.","Its body is capable of storing electricity. On camping trips, people are grateful to have one around.","1' 08""",Battery,23.1 lbs,Bug,Electric,Fire,Rock,,,#736,#737,#738,Battery,20,40,50,30,40,20,200,50%,50%,0,15 ,Bug ,#736,(Level 20),140,,,,,,,,,
Vikavolt,#738,https://assets.pokemon.com/assets/cms2/img/pokedex/full/738.png,It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.","4' 11""",Stag Beetle,99.2 lbs,Bug,Electric,Fire,Rock,,,#736,#737,#738,Levitate,30,40,50,80,40,30,270,50%,50%,0,15 ,Bug ,#737,(level up in a Magnetic Field area),225,,,,,,,,,
Crabrawler,#739,https://assets.pokemon.com/assets/cms2/img/pokedex/full/739.png,"It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious.","While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.","2' 00""",Boxing,15.4 lbs,Fighting,,Psychic,Flying,Fairy,,#739,#740,,Hyper Cutter,20,40,30,20,20,40,170,50%,50%,0,20 ,Water 3 ,,,68,,,,,,,,,
