FNT 1010, Fontana, Fontana, 
SGN 2360, San Ġwann, San Ġwann, 
SGN 2362, San Ġwann, San Ġwann, 
SGN 2410, San Ġwann, San Ġwann, 
SGN 2411, San Ġwann, San Ġwann, 
SGN 2413, San Ġwann, San Ġwann, 
SGN 2415, San Ġwann, San Ġwann, 
SGN 2416, San Ġwann, San Ġwann, 
SGN 2417, San Ġwann, San Ġwann, 
SGN 2430, San Ġwann, San Ġwann, 
SGN 2432, San Ġwann, San Ġwann, 
SGN 2471, San Ġwann, San Ġwann, 
SGN 2473, San Ġwann, San Ġwann, 
SGN 2550, San Ġwann, San Ġwann, 
SGN 2551, San Ġwann, San Ġwann, 
SGN 2552, San Ġwann, San Ġwann, 
SGN 2571, San Ġwann, San Ġwann, 
SGN 2601, San Ġwann, San Ġwann, 
SGN 2602, San Ġwann, San Ġwann, 
SGN 2605, San Ġwann, San Ġwann, 
SGN 2606, San Ġwann, San Ġwann, 
SGN 2690, San Ġwann, San Ġwann, 
SGN 2698, San Ġwann, San Ġwann, 
SGN 2711, San Ġwann, San Ġwann, 
SGN 2750, San Ġwann, San Ġwann, 
SGN 2902, San Ġwann, San Ġwann, 
SGN 2904, San Ġwann, San Ġwann, 
SGN 2905, San Ġwann, San Ġwann, 
SGN 2910, San Ġwann, San Ġwann, 
SGN 3000, San Ġwann, San Ġwann, 
SGN 3050, San Ġwann, San Ġwann, 
SGN 3051, San Ġwann, San Ġwann, 
SGN 3052, San Ġwann, San Ġwann, 
SGN 3053, San Ġwann, San Ġwann, 
SGN 3054, San Ġwann, San Ġwann, 
SGN 3055, San Ġwann, San Ġwann, 
SGN 3056, San Ġwann, San Ġwann, 
SGN 3057, San Ġwann, San Ġwann, 
SGN 3060, San Ġwann, San Ġwann, 
SGN 3061, San Ġwann, San Ġwann, 
SGN 3070, San Ġwann, San Ġwann, 
SGN 3071, San Ġwann, San Ġwann, 
SGN 3072, San Ġwann, San Ġwann, 
SGN 3073, San Ġwann, San Ġwann, 
SGN 3074, San Ġwann, San Ġwann, 
SGN 3075, San Ġwann, San Ġwann, 
SGN 3080, San Ġwann, San Ġwann, 
SGN 3081, San Ġwann, San Ġwann, 
SGN 3120, San Ġwann, San Ġwann, 
SGN 3160, San Ġwann, San Ġwann, 
SGN 3161, San Ġwann, San Ġwann, 
SGN 3162, San Ġwann, San Ġwann, 
SGN 3163, San Ġwann, San Ġwann, 
SGN 3220, San Ġwann, San Ġwann, 
SGN 3231, San Ġwann, San Ġwann, 
SGN 3250, San Ġwann, San Ġwann, 
SGN 3251, San Ġwann, San Ġwann, 
SGN 3253, San Ġwann, San Ġwann, 
SGN 3500, San Ġwann, San Ġwann, 
SGN 3502, San Ġwann, San Ġwann, 
SGN 3504, San Ġwann, San Ġwann, 
SGN 3510, San Ġwann, San Ġwann, 
SGN 3511, San Ġwann, San Ġwann, 
SGN 3521, San Ġwann, San Ġwann, 
SGN 3530, San Ġwann, San Ġwann, 
SGN 3531, San Ġwann, San Ġwann, 
SGN 3533, San Ġwann, San Ġwann, 
SPB 5010, Bidnija, San Pawl il-Baħar, 
SPB 5015, Bidnija, San Pawl il-Baħar, 
SPB 5017, Bidnija, San Pawl il-Baħar, 
SPB 5030, Bidnija, San Pawl il-Baħar, 
SPB 5032, Bidnija, San Pawl il-Baħar, 
SPB 5103, Bidnija, San Pawl il-Baħar, 
SPB 5120, Bidnija, San Pawl il-Baħar, 
SPB 6640, Bidnija, San Pawl il-Baħar, 
SPB 2400, Buġibba, San Pawl il-Baħar, 
SPB 2401, Buġibba, San Pawl il-Baħar, 
SPB 2402, Buġibba, San Pawl il-Baħar, 
SPB 2421, Buġibba, San Pawl il-Baħar, 
SPB 2430, Buġibba, San Pawl il-Baħar, 
SPB 2431, Buġibba, San Pawl il-Baħar, 
SPB 2500, Buġibba, San Pawl il-Baħar, 
SPB 2501, Buġibba, San Pawl il-Baħar, 
SPB 2502, Buġibba, San Pawl il-Baħar, 
SPB 2503, Buġibba, San Pawl il-Baħar, 
SPB 2504, Buġibba, San Pawl il-Baħar, 
SPB 2505, Buġibba, San Pawl il-Baħar, 
SPB 2506, Buġibba, San Pawl il-Baħar, 
SPB 2507, Buġibba, San Pawl il-Baħar, 
SPB 2508, Buġibba, San Pawl il-Baħar, 
SPB 2510, Buġibba, San Pawl il-Baħar, 
SPB 2511, Buġibba, San Pawl il-Baħar, 
SPB 2530, Buġibba, San Pawl il-Baħar, 
SPB 2531, Buġibba, San Pawl il-Baħar, 
SPB 2532, Buġibba, San Pawl il-Baħar, 
SPB 2533, Buġibba, San Pawl il-Baħar, 
SPB 2610, Buġibba, San Pawl il-Baħar, 
SPB 2611, Buġibba, San Pawl il-Baħar, 
SPB 2612, Buġibba, San Pawl il-Baħar, 
SPB 2613, Buġibba, San Pawl il-Baħar, 
SPB 2614, Buġibba, San Pawl il-Baħar, 
SPB 2615, Buġibba, San Pawl il-Baħar, 
SPB 2617, Buġibba, San Pawl il-Baħar, 
SPB 2660, Buġibba, San Pawl il-Baħar, 
SPB 2661, Buġibba, San Pawl il-Baħar, 
SPB 2662, Buġibba, San Pawl il-Baħar, 
SPB 2700, Buġibba, San Pawl il-Baħar, 
SPB 2701, Buġibba, San Pawl il-Baħar, 
SPB 2702, Buġibba, San Pawl il-Baħar, 
SPB 2703, Buġibba, San Pawl il-Baħar, 
SPB 2740, Buġibba, San Pawl il-Baħar, 
SPB 2741, Buġibba, San Pawl il-Baħar, 
SPB 2742, Buġibba, San Pawl il-Baħar, 
SPB 2743, Buġibba, San Pawl il-Baħar, 
SPB 2760, Buġibba, San Pawl il-Baħar, 
SPB 2830, Buġibba, San Pawl il-Baħar, 
SPB 2831, Buġibba, San Pawl il-Baħar, 
SPB 2840, Buġibba, San Pawl il-Baħar, 
SPB 2841, Buġibba, San Pawl il-Baħar, 
SPB 6010, Bur Marrad, San Pawl il-Baħar, 
SPB 6011, Bur Marrad, San Pawl il-Baħar, 
SPB 6012, Bur Marrad, San Pawl il-Baħar, 
SPB 6013, Bur Marrad, San Pawl il-Baħar, 
SPB 6020, Bur Marrad, San Pawl il-Baħar, 
SPB 6021, Bur Marrad, San Pawl il-Baħar, 
SPB 6024, Bur Marrad, San Pawl il-Baħar, 
SPB 6025, Bur Marrad, San Pawl il-Baħar, 
SPB 6026, Bur Marrad, San Pawl il-Baħar, 
SPB 6027, Bur Marrad, San Pawl il-Baħar, 
SPB 6031, Bur Marrad, San Pawl il-Baħar, 
SPB 6040, Bur Marrad, San Pawl il-Baħar, 
SPB 6041, Bur Marrad, San Pawl il-Baħar, 
SPB 6043, Bur Marrad, San Pawl il-Baħar, 
SPB 6050, Bur Marrad, San Pawl il-Baħar, 
SPB 6051, Bur Marrad, San Pawl il-Baħar, 
SPB 6052, Bur Marrad, San Pawl il-Baħar, 
SPB 6053, Bur Marrad, San Pawl il-Baħar, 
SPB 6055, Bur Marrad, San Pawl il-Baħar, 
SPB 6057, Bur Marrad, San Pawl il-Baħar, 
SPB 6061, Bur Marrad, San Pawl il-Baħar, 
SPB 6072, Bur Marrad, San Pawl il-Baħar, 
SPB 6073, Bur Marrad, San Pawl il-Baħar, 
SPB 6080, Bur Marrad, San Pawl il-Baħar, 
SPB 6081, Bur Marrad, San Pawl il-Baħar, 
SPB 6093, Bur Marrad, San Pawl il-Baħar, 
SPB 6095, Bur Marrad, San Pawl il-Baħar, 
SPB 6101, Bur Marrad, San Pawl il-Baħar, 
SPB 6102, Bur Marrad, San Pawl il-Baħar, 
SPB 6103, Bur Marrad, San Pawl il-Baħar, 
SPB 6110, Bur Marrad, San Pawl il-Baħar, 
SPB 6112, Bur Marrad, San Pawl il-Baħar, 
SPB 6115, Bur Marrad, San Pawl il-Baħar, 
SPB 6131, Bur Marrad, San Pawl il-Baħar, 
SPB 6132, Bur Marrad, San Pawl il-Baħar, 
SPB 6133, Bur Marrad, San Pawl il-Baħar, 
SPB 6150, Bur Marrad, San Pawl il-Baħar, 
SPB 6160, Bur Marrad, San Pawl il-Baħar, 
SPB 6161, Bur Marrad, San Pawl il-Baħar, 
SPB 6162, Bur Marrad, San Pawl il-Baħar, 
SPB 6167, Bur Marrad, San Pawl il-Baħar, 
SPB 6168, Bur Marrad, San Pawl il-Baħar, 
SPB 6169, Bur Marrad, San Pawl il-Baħar, 
SPB 6300, Bur Marrad, San Pawl il-Baħar, 
SPB 6302, Bur Marrad, San Pawl il-Baħar, 
SPB 6303, Bur Marrad, San Pawl il-Baħar, 
SPB 6341, Bur Marrad, San Pawl il-Baħar, 
SPB 6343, Bur Marrad, San Pawl il-Baħar, 
SPB 6410, Bur Marrad, San Pawl il-Baħar, 
SPB 6411, Bur Marrad, San Pawl il-Baħar, 
SPB 9060, Bur Marrad, San Pawl il-Baħar, 
SPB 9061, Bur Marrad, San Pawl il-Baħar, 
SPB 9062, Bur Marrad, San Pawl il-Baħar, 
SPB 9063, Bur Marrad, San Pawl il-Baħar, 
SPB 9064, Bur Marrad, San Pawl il-Baħar, 
SPB 9065, Bur Marrad, San Pawl il-Baħar, 
SPB 9066, Bur Marrad, San Pawl il-Baħar, 
SPB 9067, Bur Marrad, San Pawl il-Baħar, 
SPB 9068, Bur Marrad, San Pawl il-Baħar, 
SPB 9069, Bur Marrad, San Pawl il-Baħar, 
SPB 9082, Bur Marrad, San Pawl il-Baħar, 
SPB 6801, Pwales, San Pawl il-Baħar, 
SPB 6810, Pwales, San Pawl il-Baħar, 
SPB 6930, Pwales, San Pawl il-Baħar, 
SPB 6931, Pwales, San Pawl il-Baħar, 
SPB 9090, Pwales, San Pawl il-Baħar, 
SPB 9092, Pwales, San Pawl il-Baħar, 
SPB 9093, Pwales, San Pawl il-Baħar, 
SPB 1010, Qawra, San Pawl il-Baħar, 
SPB 1011, Qawra, San Pawl il-Baħar, 
SPB 1012, Qawra, San Pawl il-Baħar, 
SPB 1013, Qawra, San Pawl il-Baħar, 
SPB 1015, Qawra, San Pawl il-Baħar, 
SPB 1016, Qawra, San Pawl il-Baħar, 
SPB 1017, Qawra, San Pawl il-Baħar, 
SPB 1061, Qawra, San Pawl il-Baħar, 
SPB 1062, Qawra, San Pawl il-Baħar, 
SPB 1150, Qawra, San Pawl il-Baħar, 
SPB 1151, Qawra, San Pawl il-Baħar, 
SPB 1152, Qawra, San Pawl il-Baħar, 
SPB 1153, Qawra, San Pawl il-Baħar, 
SPB 1210, Qawra, San Pawl il-Baħar, 
SPB 1211, Qawra, San Pawl il-Baħar, 
SPB 1212, Qawra, San Pawl il-Baħar, 
SPB 1215, Qawra, San Pawl il-Baħar, 
SPB 1217, Qawra, San Pawl il-Baħar, 
SPB 1310, Qawra, San Pawl il-Baħar, 
SPB 1311, Qawra, San Pawl il-Baħar, 
SPB 1312, Qawra, San Pawl il-Baħar, 
SPB 1313, Qawra, San Pawl il-Baħar, 
SPB 1320, Qawra, San Pawl il-Baħar, 
SPB 1321, Qawra, San Pawl il-Baħar, 
SPB 1322, Qawra, San Pawl il-Baħar, 
SPB 1323, Qawra, San Pawl il-Baħar, 
SPB 1330, Qawra, San Pawl il-Baħar, 
SPB 1331, Qawra, San Pawl il-Baħar, 
SPB 1333, Qawra, San Pawl il-Baħar, 
SPB 1334, Qawra, San Pawl il-Baħar, 
SPB 1462, Qawra, San Pawl il-Baħar, 
SPB 1470, Qawra, San Pawl il-Baħar, 
SPB 1472, Qawra, San Pawl il-Baħar, 
SPB 1590, Qawra, San Pawl il-Baħar, 
SPB 1591, Qawra, San Pawl il-Baħar, 
SPB 1592, Qawra, San Pawl il-Baħar, 
SPB 1593, Qawra, San Pawl il-Baħar, 
SPB 1731, Qawra, San Pawl il-Baħar, 
SPB 1732, Qawra, San Pawl il-Baħar, 
SPB 1733, Qawra, San Pawl il-Baħar, 
SPB 1740, Qawra, San Pawl il-Baħar, 
SPB 1741, Qawra, San Pawl il-Baħar, 
SPB 1742, Qawra, San Pawl il-Baħar, 
SPB 1743, Qawra, San Pawl il-Baħar, 
SPB 1744, Qawra, San Pawl il-Baħar, 
SPB 1745, Qawra, San Pawl il-Baħar, 
SPB 1746, Qawra, San Pawl il-Baħar, 
SPB 1747, Qawra, San Pawl il-Baħar, 
SPB 1750, Qawra, San Pawl il-Baħar, 
SPB 1751, Qawra, San Pawl il-Baħar, 
SPB 1752, Qawra, San Pawl il-Baħar, 
SPB 1753, Qawra, San Pawl il-Baħar, 
SPB 6702, San Martin, San Pawl il-Baħar, 
SPB 6703, San Martin, San Pawl il-Baħar, 
SPB 6706, San Martin, San Pawl il-Baħar, 
SPB 6708, San Martin, San Pawl il-Baħar, 
SPB 6720, San Martin, San Pawl il-Baħar, 
SPB 6730, San Martin, San Pawl il-Baħar, 
SPB 6733, San Martin, San Pawl il-Baħar, 
SPB 6810, San Martin, San Pawl il-Baħar, 
SPB 2770, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 2772, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 2871, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 2873, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3010, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3011, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3012, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3013, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3014, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3015, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3016, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3017, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3020, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3023, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3025, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3026, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3029, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3051, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3052, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3053, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3054, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3060, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3061, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3062, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3063, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3064, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3065, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3066, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3110, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3111, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3112, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3113, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3114, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3115, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3116, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3119, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3150, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3151, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3200, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3201, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3202, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3203, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3204, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3205, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3240, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3241, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3250, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3251, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3252, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3253, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3254, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3255, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3256, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3257, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3351, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3360, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3361, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3362, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3363, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3364, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3365, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3366, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3367, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3402, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3403, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3450, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3451, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3456, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3457, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3480, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3481, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3523, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3524, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3525, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3526, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3530, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3531, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3570, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3571, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3572, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3573, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3630, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3631, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3640, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3641, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3642, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3660, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3661, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3663, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3670, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3671, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3672, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3673, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3675, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3801, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3920, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3921, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3922, San Pawl il-Baħar, San Pawl il-Baħar, 
SPB 3971, Wardija, San Pawl il-Baħar, 
SPB 6500, Wardija, San Pawl il-Baħar, 
SPB 6501, Wardija, San Pawl il-Baħar, 
SPB 6502, Wardija, San Pawl il-Baħar, 
SPB 6504, Wardija, San Pawl il-Baħar, 
SPB 6505, Wardija, San Pawl il-Baħar, 
SPB 6506, Wardija, San Pawl il-Baħar, 
SPB 6507, Wardija, San Pawl il-Baħar, 
SPB 6511, Wardija, San Pawl il-Baħar, 
SPB 6512, Wardija, San Pawl il-Baħar, 
SPB 6513, Wardija, San Pawl il-Baħar, 
SPB 6514, Wardija, San Pawl il-Baħar, 
SPB 6515, Wardija, San Pawl il-Baħar, 
SPB 6531, Wardija, San Pawl il-Baħar, 
SPB 6532, Wardija, San Pawl il-Baħar, 
SPB 6533, Wardija, San Pawl il-Baħar, 
SPB 6534, Wardija, San Pawl il-Baħar, 
SPB 6535, Wardija, San Pawl il-Baħar, 
SPB 6537, Wardija, San Pawl il-Baħar, 
SPB 6540, Wardija, San Pawl il-Baħar, 
SPB 6590, Wardija, San Pawl il-Baħar, 
SPB 6600, Wardija, San Pawl il-Baħar, 
SPB 6602, Wardija, San Pawl il-Baħar, 
SPB 6603, Wardija, San Pawl il-Baħar, 
SPB 6610, Wardija, San Pawl il-Baħar, 
SPB 6611, Wardija, San Pawl il-Baħar, 
SPB 6621, Wardija, San Pawl il-Baħar, 
SPB 6642, Wardija, San Pawl il-Baħar, 
SPB 6645, Wardija, San Pawl il-Baħar, 
SPB 6647, Wardija, San Pawl il-Baħar, 
SPB 6690, Wardija, San Pawl il-Baħar, 
SPB 4010, Xemxija, San Pawl il-Baħar, 
SPB 4011, Xemxija, San Pawl il-Baħar, 
SPB 4012, Xemxija, San Pawl il-Baħar, 
SPB 4013, Xemxija, San Pawl il-Baħar, 
SPB 4014, Xemxija, San Pawl il-Baħar, 
SPB 4020, Xemxija, San Pawl il-Baħar, 
SPB 4021, Xemxija, San Pawl il-Baħar, 
SPB 4030, Xemxija, San Pawl il-Baħar, 
SPB 4031, Xemxija, San Pawl il-Baħar, 
SPB 4033, Xemxija, San Pawl il-Baħar, 
SPB 4041, Xemxija, San Pawl il-Baħar, 
SPB 4042, Xemxija, San Pawl il-Baħar, 
SPB 4043, Xemxija, San Pawl il-Baħar, 
SPB 4044, Xemxija, San Pawl il-Baħar, 
SPB 4045, Xemxija, San Pawl il-Baħar, 
SPB 4050, Xemxija, San Pawl il-Baħar, 
SPB 4051, Xemxija, San Pawl il-Baħar, 
SPB 4052, Xemxija, San Pawl il-Baħar, 
SPB 4053, Xemxija, San Pawl il-Baħar, 
SPB 4056, Xemxija, San Pawl il-Baħar, 
SPB 4057, Xemxija, San Pawl il-Baħar, 
SPB 4060, Xemxija, San Pawl il-Baħar, 
SPB 4061, Xemxija, San Pawl il-Baħar, 
SPB 4100, Xemxija, San Pawl il-Baħar, 
SPB 4101, Xemxija, San Pawl il-Baħar, 
SPB 4110, Xemxija, San Pawl il-Baħar, 
SPB 4111, Xemxija, San Pawl il-Baħar, 
SPB 4112, Xemxija, San Pawl il-Baħar, 
SPB 4114, Xemxija, San Pawl il-Baħar, 
SPB 4115, Xemxija, San Pawl il-Baħar, 
SPB 4117, Xemxija, San Pawl il-Baħar, 
SPB 4200, Xemxija, San Pawl il-Baħar, 
SPB 4202, Xemxija, San Pawl il-Baħar, 
SPB 4210, Xemxija, San Pawl il-Baħar, 
SPB 4211, Xemxija, San Pawl il-Baħar, 
SPB 4221, Xemxija, San Pawl il-Baħar, 
SPB 4223, Xemxija, San Pawl il-Baħar, 
SPB 4230, Xemxija, San Pawl il-Baħar, 
SPB 4233, Xemxija, San Pawl il-Baħar, 
SPB 4234, Xemxija, San Pawl il-Baħar, 
SPB 4235, Xemxija, San Pawl il-Baħar, 
SPB 4260, Xemxija, San Pawl il-Baħar, 
SPB 4262, Xemxija, San Pawl il-Baħar, 
SPB 4270, Xemxija, San Pawl il-Baħar, 
SPB 4800, Xemxija, San Pawl il-Baħar, 
SPB 4801, Xemxija, San Pawl il-Baħar, 
SPB 4810, Xemxija, San Pawl il-Baħar, 
SPB 4811, Xemxija, San Pawl il-Baħar, 
SPB 4813, Xemxija, San Pawl il-Baħar, 
SPB 4900, Xemxija, San Pawl il-Baħar, 
SPB 4904, Xemxija, San Pawl il-Baħar, 
SPB 9020, Xemxija, San Pawl il-Baħar, 
SPB 9021, Xemxija, San Pawl il-Baħar, 
SPB 9023, Xemxija, San Pawl il-Baħar, 
SPB 9024, Xemxija, San Pawl il-Baħar, 
SPB 9025, Xemxija, San Pawl il-Baħar, 
SPB 9026, Xemxija, San Pawl il-Baħar, 
SPB 9028, Xemxija, San Pawl il-Baħar, 
SPB 9040, Xemxija, San Pawl il-Baħar, 
SLC 1010, Santa Luċija, Santa Luċija, 
SLC 1012, Santa Luċija, Santa Luċija, 
SLC 1014, Santa Luċija, Santa Luċija, 
SLC 1016, Santa Luċija, Santa Luċija, 
SLC 1017, Santa Luċija, Santa Luċija, 
SLC 1018, Santa Luċija, Santa Luċija, 
SLC 1019, Santa Luċija, Santa Luċija, 
SLC 1031, Santa Luċija, Santa Luċija, 
SLC 1032, Santa Luċija, Santa Luċija, 
SLC 1033, Santa Luċija, Santa Luċija, 
SLC 1034, Santa Luċija, Santa Luċija, 
SLC 1035, Santa Luċija, Santa Luċija, 
SLC 1036, Santa Luċija, Santa Luċija, 
SLC 1037, Santa Luċija, Santa Luċija, 
SLC 1040, Santa Luċija, Santa Luċija, 
SLC 1041, Santa Luċija, Santa Luċija, 
SLC 1042, Santa Luċija, Santa Luċija, 
SLC 1043, Santa Luċija, Santa Luċija, 
SLC 1050, Santa Luċija, Santa Luċija, 
SLC 1054, Santa Luċija, Santa Luċija, 
SLC 1055, Santa Luċija, Santa Luċija, 
SLC 1056, Santa Luċija, Santa Luċija, 
SLC 1100, Santa Luċija, Santa Luċija, 
SLC 1101, Santa Luċija, Santa Luċija, 
SLC 1110, Santa Luċija, Santa Luċija, 
SLC 1111, Santa Luċija, Santa Luċija, 
SLC 1130, Santa Luċija, Santa Luċija, 
SLC 1131, Santa Luċija, Santa Luċija, 
SLC 1150, Santa Luċija, Santa Luċija, 
SLC 1151, Santa Luċija, Santa Luċija, 
SLC 1160, Santa Luċija, Santa Luċija, 
SLC 1170, Santa Luċija, Santa Luċija, 
SLC 1171, Santa Luċija, Santa Luċija, 
SLC 1180, Santa Luċija, Santa Luċija, 
SLC 1190, Santa Luċija, Santa Luċija, 
SLC 1191, Santa Luċija, Santa Luċija, 
SLC 1192, Santa Luċija, Santa Luċija, 
SLC 1193, Santa Luċija, Santa Luċija, 
SLC 1194, Santa Luċija, Santa Luċija, 
SLC 1195, Santa Luċija, Santa Luċija, 
SLC 1196, Santa Luċija, Santa Luċija, 
SLC 1197, Santa Luċija, Santa Luċija, 
SLC 1198, Santa Luċija, Santa Luċija, 
SLC 1199, Santa Luċija, Santa Luċija, 
SLC 1200, Santa Luċija, Santa Luċija, 
SLC 1201, Santa Luċija, Santa Luċija, 
SLC 1202, Santa Luċija, Santa Luċija, 
SLC 1203, Santa Luċija, Santa Luċija, 
SLC 1204, Santa Luċija, Santa Luċija, 
SLC 1206, Santa Luċija, Santa Luċija, 
SLC 1208, Santa Luċija, Santa Luċija, 
SLC 1210, Santa Luċija, Santa Luċija, 
SLC 1220, Santa Luċija, Santa Luċija, 
SLC 1230, Santa Luċija, Santa Luċija, 
SLC 1231, Santa Luċija, Santa Luċija, 
SLC 1241, Santa Luċija, Santa Luċija, 
SLC 1251, Santa Luċija, Santa Luċija, 
SLC 1260, Santa Luċija, Santa Luċija, 
SLC 1270, Santa Luċija, Santa Luċija, 
SLC 1280, Santa Luċija, Santa Luċija, 
SLC 1290, Santa Luċija, Santa Luċija, 
SLC 1300, Santa Luċija, Santa Luċija, 
SLC 1302, Santa Luċija, Santa Luċija, 
SLC 1304, Santa Luċija, Santa Luċija, 
SLC 1410, Santa Luċija, Santa Luċija, 
SLC 1411, Santa Luċija, Santa Luċija, 
SLC 1440, Santa Luċija, Santa Luċija, 
SLC 1441, Santa Luċija, Santa Luċija, 
SLC 1450, Santa Luċija, Santa Luċija, 
SLC 1451, Santa Luċija, Santa Luċija, 
SLC 1510, Santa Luċija, Santa Luċija, 
SLC 1520, Santa Luċija, Santa Luċija, 
SLC 1521, Santa Luċija, Santa Luċija, 
SLC 1522, Santa Luċija, Santa Luċija, 
SLC 1523, Santa Luċija, Santa Luċija, 
SLC 1524, Santa Luċija, Santa Luċija, 
